"acceleration","Attribute1","Attribute2","Attribute3","Attribute4","Attribute5","Attribute6","Attribute7","Attribute8","Attribute9","Attribute10","Attribute11","Attribute12","Attribute13","Attribute14"
9.6,"nominal1","nominal7",1969,114,"nominal9",12.5,9999,9999,9999,213,1.35,27.1,32.1,3.599
9.6,"nominal1","nominal7",1998,113,"nominal9",11.9,9999,9999,9999,210,0.983,30.7,32.9,3.531
9.6,"nominal1","nominal7",2498,120,"nominal9",10.9,9999,9999,9999,215,0.876,48.1,42.7,2.684
9.6,"nominal1","nominal7",1991,100,"nominal9",12,0.658,9999,9999,208,0.986,37.4,36.4,3.99
9.6,"nominal1","nominal7",1991,100,"nominal9",12.2,0.658,9999,9999,208,0.986,37.4,36.4,3.99
9.6,"nominal1","nominal7",2988,147,"nominal9",9.9,9999,9999,9999,212,0.741,40.1,44.7,2.6
9.6,"nominal1","nominal7",1997,100,"nominal9",13.2,9999,9999,9999,205,0.977,37.6,36.2,3.169
9.6,"nominal3","nominal8",2496,110,"nominal9",14,0.653,9999,6.4,212,0.996,12.8,53.2,2.182
9.6,"nominal3","nominal8",2496,132,"nominal9",13.8,9999,9999,9999,205,9999,9999,9999,2.159
9.6,"nominal2","nominal8",2497,120,"nominal9",14.1,0.694,9999,9999,215,1.66,22.1,50.4,2.363
9.6,"nominal1","nominal7",1988,96,"nominal9",12.5,0.645,9999,9999,201,1.1,36.6,36.2,3.114
9.6,"nominal3","nominal7",2324,110,"nominal9",13.3,0.667,9999,6.6,215,1.6,25.3,35.6,3.259
9.6,"nominal1","nominal7",1747,106,"nominal9",12.1,0.639,9999,9999,210,0.977,27.2,33.1,3.431
9.6,"nominal5","nominal7",3494,158,"nominal10",13,9999,9999,9999,180,0.717,35.1,46.5,2.952
9.7,"nominal2","nominal7",1998,120,"nominal9",12,9999,9999,9999,227,1.1,22.6,42.8,2.714
9.7,"nominal1","nominal8",2496,110,"nominal9",13.9,0.657,9999,6.8,218,1.24,12.8,53.2,2.174
9.7,"nominal3","nominal8",2496,132,"nominal9",12.7,0.698,9999,9999,219,1.47,15.9,52.3,2.214
9.7,"nominal1","nominal7",1781,92,"nominal9",12.6,0.639,9999,6.5,202,1.28,34.9,32.8,3.545
9.7,"nominal2","nominal7",2494,125,"nominal9",12,0.629,9999,9999,226,0.89,35.8,50.8,2.331
9.7,"nominal1","nominal7",1998,84,"nominal9",13.2,0.617,9999,9999,197,1.34,35.8,35.3,3.1
9.7,"nominal1","nominal7",1998,84,"nominal9",12.9,0.637,9999,9999,197,1.34,35.8,35.3,3.1
9.7,"nominal1","nominal7",1998,84,"nominal9",13.8,0.563,9999,9999,200,1.38,36.2,35.7,3.1
9.7,"nominal1","nominal7",1998,84,"nominal9",13.8,0.563,9999,9999,200,1.38,36.2,35.7,3.1
9.7,"nominal1","nominal7",1948,103,"nominal9",12.4,9999,9999,9999,205,0.97,35.9,35.2,3.93
9.7,"nominal1","nominal7",1997,100,"nominal9",12.6,9999,9999,9999,210,0.948,38,36.9,3.52
9.7,"nominal3","nominal7",1994,92,"nominal9",13.3,0.704,9999,9999,187,0.953,29.4,35,3.218
9.7,"nominal3","nominal7",1994,92,"nominal9",13.2,0.704,9999,9999,187,1.5,29.4,33.2,3.393
9.7,"nominal1","nominal7",1948,103,"nominal9",12.6,9999,9999,9999,205,0.97,35.9,35.2,3.93
9.7,"nominal3","nominal7",4966,218,"nominal10",10.8,1.44,9999,9999,190,9999,9999,9999,3.635
9.7,"nominal3","nominal7",4966,218,"nominal10",10.8,1.44,9999,9999,190,9999,9999,9999,3.635
9.7,"nominal5","nominal7",3165,151,"nominal10",11.8,9999,9999,9999,192,0.93,25.4,39.4,3.483
9.8,"nominal2","nominal7",2398,125,"nominal9",12.1,0.608,4.2,6.5,224,0.879,24.4,43.2,2.7
9.8,"nominal2","nominal7",2398,125,"nominal9",12.1,0.608,4.2,6.5,224,0.879,24.4,43.2,2.7
9.8,"nominal1","nominal7",2771,128,"nominal9",11.2,0.702,9999,6.8,218,1.72,26.5,37,3.11
9.8,"nominal1","nominal8",2496,110,"nominal9",12.9,0.629,9999,6.7,214,1.57,15.4,50.6,2.294
9.8,"nominal1","nominal7",1390,74,"nominal9",12.3,0.659,9999,9999,188,1.347,23,29.7,3.453
9.8,"nominal1","nominal7",1948,102,"nominal9",12.8,0.666,9999,9999,210,1.94,38.2,32,3.628
9.8,"nominal1","nominal7",1985,110,"nominal9",13.8,9999,9999,9999,215,0.883,15.6,44.3,2.673
9.8,"nominal1","nominal7",2959,150,"nominal9",10.3,9999,9999,9999,220,0.757,59.7,46.1,2.484
9.8,"nominal1","nominal7",2959,150,"nominal9",10.1,9999,9999,9999,220,0.75,60.3,46.6,2.484
9.8,"nominal1","nominal7",1589,73,"nominal9",13.4,9999,9999,9999,180,0.96,28.9,33.1,3.2
9.8,"nominal1","nominal7",1589,73,"nominal9",13.5,9999,9999,9999,180,0.96,28.9,33.1,3.2
9.8,"nominal1","nominal7",1840,84,"nominal9",14.2,0.592,9999,9999,194,0.937,33.1,34.5,3.157
9.8,"nominal1","nominal7",1598,81,"nominal9",13.3,9999,9999,9999,195,0.921,28.9,35.3,3.89
9.8,"nominal1","nominal7",1598,81,"nominal9",13.8,9999,9999,9999,195,0.921,28.9,35.3,3.89
9.8,"nominal2","nominal8",2688,125,"nominal9",13.6,0.723,4.1,6.7,212,1.6,20.9,50.2,2.343
9.8,"nominal1","nominal7",1781,110,"nominal9",12.2,0.653,9999,7,210,0.775,16.8,47.5,2.443
9.8,"nominal1","nominal7",1781,110,"nominal9",13.3,0.679,9999,6.7,215,1.11,14.5,37.3,3.11
9.8,"nominal1","nominal7",1985,110,"nominal9",13.7,9999,9999,9999,215,0.883,15.6,44.3,2.673
9.9,"nominal1","nominal7",2771,142,"nominal9",11.3,0.675,9999,6.9,233,0.767,32.8,50.6,2.443
9.9,"nominal3","nominal8",2496,110,"nominal9",14.9,0.657,9999,6.6,216,1.76,12.1,50.2,2.36
9.9,"nominal3","nominal8",2496,132,"nominal9",13.1,0.675,9999,9999,224,1.39,16.4,53.9,2.294
9.9,"nominal2","nominal7",1991,110,"nominal9",12.4,0.594,9999,9999,221,1.117,27.8,33.5,3.5
9.9,"nominal2","nominal7",1991,110,"nominal9",12.4,0.597,9999,6.7,219,1.13,27.8,33.7,3.5
9.9,"nominal2","nominal8",1951,100,"nominal9",13.8,0.597,9999,6.7,207,1.11,16.2,47,2.5
9.9,"nominal2","nominal7",1991,110,"nominal9",11.9,0.769,9999,9999,206,0.968,31.9,36,3.2
9.9,"nominal1","nominal7",1796,85,"nominal9",13.9,0.563,9999,7,206,1.134,27.3,33.6,3.329
9.9,"nominal1","nominal7",2290,125,"nominal9",12.4,9999,9999,9999,220,0.865,22.7,46.2,2.6
9.9,"nominal1","nominal7",2435,125,"nominal9",12.1,9999,9999,9999,215,0.793,45.8,47.6,2.489
9.9,"nominal1","nominal8",2387,100,"nominal9",14.9,9999,9999,9999,202,0.955,17.1,52.9,2.188
9.9,"nominal1","nominal8",2387,99,"nominal9",13.8,9999,9999,9999,200,1.22,19.6,48.9,2.374
9.9,"nominal1","nominal8",1994,74,"nominal9",15.3,9999,9999,9999,185,1.55,16.7,41.7,2.556
9.9,"nominal1","nominal7",1997,108,"nominal9",12.3,9999,9999,9999,210,1.43,38.6,33.6,3.357
9.9,"nominal1","nominal7",1991,85,"nominal9",14,0.658,9999,9999,198,0.795,42.7,41.5,2.732
9.9,"nominal1","nominal7",1991,85,"nominal9",14.2,0.658,9999,9999,198,0.795,42.7,41.5,2.732
9.9,"nominal3","nominal7",1781,110,"nominal9",14.2,0.679,9999,6.8,214,1.57,13.8,35.5,3.259
9.9,"nominal1","nominal8",2496,110,"nominal9",14.4,0.679,9999,7,216,1.14,12.8,53.2,2.174
9.9,"nominal3","nominal8",2496,132,"nominal9",13.1,0.723,9999,9999,217,1.38,15.9,52.3,2.214
9.9,"nominal1","nominal7",2946,140,"nominal9",10.9,0.735,9999,9999,220,0.938,45.2,42.6,2.688
9.9,"nominal1","nominal7",1948,102,"nominal9",13.3,0.693,9999,9999,200,1.41,38.2,32,3.628
9.9,"nominal1","nominal7",2290,125,"nominal9",12.3,9999,9999,9999,220,0.896,21.9,44.6,2.652
9.9,"nominal1","nominal8",2387,100,"nominal9",14,0.639,9999,9999,203,1.84,18.8,46.8,2.423
9.9,"nominal1","nominal7",2959,150,"nominal9",10.7,9999,9999,9999,218,0.743,60.3,46.6,2.484
9.9,"nominal1","nominal7",1998,113,"nominal9",12.3,9999,9999,9999,210,0.983,30.7,32.9,3.531
9.9,"nominal1","nominal7",2498,120,"nominal9",11.3,9999,9999,9999,205,0.835,48.1,42.7,2.684
9.9,"nominal3","nominal7",4552,165,"nominal10",12.7,9999,9999,9999,196,0.79,46.1,52.2,2.584
10,"nominal1","nominal7",1799,85,"nominal9",13.7,0.64,9999,9999,200,0.941,29.3,39.4,2.768
10,"nominal1","nominal7",1796,85,"nominal9",13.5,0.609,9999,9999,200,1.62,28.3,34.9,3.329
10,"nominal1","nominal7",1796,85,"nominal9",13.7,0.629,9999,9999,200,1.62,28.3,34.9,3.329
10,"nominal1","nominal7",1998,100,"nominal9",13.3,0.557,9999,9999,215,1.82,30,35.5,3.177
10,"nominal1","nominal7",1998,100,"nominal9",13.4,0.557,9999,9999,215,1.82,30,35.5,3.177
10,"nominal1","nominal7",1796,85,"nominal9",13.7,0.589,9999,9999,200,1.62,28.3,34.9,3.329
10,"nominal1","nominal7",1781,110,"nominal9",12,0.656,9999,9999,213,1.97,16.3,34.1,3.364
10,"nominal1","nominal7",1985,113,"nominal9",11.6,9999,9999,9999,210,0.95,29.6,42.2,2.673
10,"nominal1","nominal7",1747,83,"nominal9",13.3,9999,9999,9999,193,1.12,35.9,32.9,3.256
10,"nominal1","nominal7",1747,83,"nominal9",14.4,9999,9999,9999,199,1.61,34.4,32.3,3.4
10,"nominal1","nominal8",2387,100,"nominal9",13,9999,9999,9999,197,1.36,17.7,47.5,2.371
10,"nominal1","nominal8",2387,100,"nominal9",15.1,9999,9999,9999,202,1.1,17.1,45.9,2.497
10,"nominal1","nominal7",1997,108,"nominal9",12.1,9999,9999,9999,208,1.34,41.4,33.5,3.464
10,"nominal1","nominal7",1598,81,"nominal9",13.1,9999,9999,9999,195,1.8,31.6,32.3,3.37
10,"nominal1","nominal7",1598,81,"nominal9",13.6,9999,9999,9999,195,1.8,31.6,32.3,3.37
10,"nominal1","nominal8",2496,110,"nominal9",13.3,0.653,9999,6.8,210,1.37,15.4,50.6,2.294
10,"nominal2","nominal7",2498,125,"nominal9",13.7,0.726,9999,9999,220,1.27,24.6,35.7,3.315
10,"nominal2","nominal7",2962,155,"nominal9",11.2,0.726,9999,9999,230,0.916,42.9,41.8,2.8
10,"nominal3","nominal7",2771,142,"nominal9",11.1,0.667,9999,6.9,227,0.75,32.7,50.5,2.294
10,"nominal1","nominal7",2946,140,"nominal9",10.3,0.704,9999,9999,222,0.948,45.2,42.6,2.691
10,"nominal1","nominal7",1747,83,"nominal9",15.1,9999,9999,9999,199,1.61,34.4,32.3,3.4
10,"nominal1","nominal8",2387,100,"nominal9",13.6,9999,9999,9999,197,1.36,17.7,47.5,2.371
10,"nominal1","nominal7",1998,114,"nominal9",13.2,9999,9999,9999,205,0.977,31,32.3,3.598
10,"nominal1","nominal7",1997,100,"nominal9",13.1,9999,9999,9999,200,0.93,38,36.9,3.52
10,"nominal1","nominal7",1598,81,"nominal9",13.6,9999,9999,9999,195,1.8,31.6,32.3,3.37
10,"nominal3","nominal7",3199,160,"nominal10",12.8,1061,4,6.7,195,0.786,28.1,44.3,3.71
10,"nominal5","nominal7",3165,151,"nominal10",11.9,9999,9999,9999,188,0.749,35.1,46.5,2.952
10,"nominal3","nominal7",3497,149,"nominal10",12.9,1088,9999,9999,190,0.939,31.3,40.5,3.522
10.1,"nominal3","nominal7",2771,142,"nominal9",11.7,0.675,9999,7,232,0.764,32.8,50.6,2.443
10.1,"nominal1","nominal7",2393,121,"nominal9",11.7,0.65,9999,7.3,216,0.757,30.8,47.5,2.443
10.1,"nominal3","nominal7",2771,142,"nominal9",11.4,0.613,9999,7.4,229,0.782,31.6,48.8,2.372
10.1,"nominal1","nominal7",2324,110,"nominal9",12.1,0.633,9999,7.1,212,0.974,30.8,36.3,3.2
10.1,"nominal1","nominal7",1590,77,"nominal9",13.3,9999,9999,9999,190,0.824,36.1,37.2,2.849
10.1,"nominal3","nominal7",2457,115,"nominal9",12.2,9999,9999,9999,205,0.933,35.2,39.2,2.852
10.1,"nominal2","nominal7",2398,125,"nominal9",11.4,0.68,4.6,6.9,212,0.84,27.1,42.8,2.714
10.1,"nominal1","nominal7",2393,121,"nominal9",11.7,0.653,9999,7.3,216,0.757,30.8,47.5,2.443
10.1,"nominal2","nominal8",1951,100,"nominal9",14.6,0.659,9999,6.9,207,1.11,16.2,47,2.5
10.1,"nominal1","nominal7",1998,108,"nominal11",14.6,0.942,9999,9999,195,1.6,20.5,36.6,3.237
10.1,"nominal1","nominal7",1998,108,"nominal11",14.6,0.942,9999,9999,195,1.6,20.5,36.6,3.237
10.1,"nominal1","nominal7",1998,108,"nominal11",14.6,0.888,9999,9999,195,1.5,20.6,36.6,3.232
10.1,"nominal1","nominal7",1998,108,"nominal11",14.6,0.888,9999,9999,195,1.5,20.6,36.6,3.232
10.1,"nominal3","nominal7",1998,94,"nominal10",12.8,9999,9999,9999,170,9999,9999,9999,3.823
10.2,"nominal1","nominal7",1898,92,"nominal9",12.1,0.736,4.5,7.1,193,0.864,32.3,40.6,2.711
10.2,"nominal1","nominal7",2598,110,"nominal9",12.9,0.702,9999,7,209,1.81,29.1,35.2,3.259
10.2,"nominal2","nominal7",1991,110,"nominal9",13.4,0.608,9999,9999,220,1.9,28.3,34.2,3.5
10.2,"nominal1","nominal7",2946,140,"nominal9",11.4,0.639,9999,9999,230,1.44,42.5,40.1,2.9
10.2,"nominal1","nominal7",2435,121,"nominal9",12.7,0.639,9999,9999,215,0.94,46.9,38.1,3.44
10.2,"nominal1","nominal7",1998,102,"nominal9",12.6,9999,9999,9999,196,9999,9999,9999,9999
10.2,"nominal1","nominal7",1598,88,"nominal9",13.5,9999,9999,9999,195,1.11,34.2,30.6,3.459
10.2,"nominal1","nominal7",1991,110,"nominal9",13.1,0.609,9999,9999,210,9999,9999,9999,3.572
10.2,"nominal1","nominal7",1396,76,"nominal9",13.6,9999,9999,9999,185,0.929,37.3,33.2,3.215
10.2,"nominal1","nominal7",1589,73,"nominal9",13.9,9999,9999,9999,175,0.693,37.1,42.1,2.516
10.2,"nominal1","nominal7",1589,73,"nominal9",14,9999,9999,9999,175,0.693,37.1,42.1,2.516
10.2,"nominal1","nominal7",1840,89,"nominal9",11.3,9999,9999,9999,185,0.854,27.3,34.9,3.33
10.2,"nominal1","nominal7",1998,98,"nominal9",13.5,9999,9999,9999,206,1.76,40.7,35.4,3.298
10.2,"nominal1","nominal7",1998,98,"nominal9",13.5,9999,9999,9999,206,1.76,40.7,35.4,3.298
10.2,"nominal3","nominal7",2799,150,"nominal9",11.6,0.707,4.5,7,217,0.927,26,41.1,2.864
10.2,"nominal3","nominal8",2496,110,"nominal9",15.4,0.679,9999,6.9,214,1.66,12.1,50.2,2.36
10.2,"nominal2","nominal7",1991,110,"nominal9",13,0.659,9999,6.7,214,1.262,23.8,28.7,4
10.2,"nominal2","nominal7",2494,125,"nominal9",12.9,0.673,9999,9999,222,0.81,35.2,49.8,2.4
10.2,"nominal1","nominal7",1988,96,"nominal9",13.7,0.697,9999,9999,199,0.924,34.5,38.5,2.9
10.2,"nominal1","nominal8",2387,99,"nominal9",14.2,9999,9999,9999,200,1.22,19.6,48.9,2.374
10.2,"nominal1","nominal7",1597,83,"nominal9",12.5,9999,9999,9999,185,0.912,42.6,33.8,3.124
10.2,"nominal3","nominal7",4966,218,"nominal10",11.3,1.44,9999,9999,190,9999,9999,9999,3.635
10.2,"nominal3","nominal7",1834,88,"nominal10",14.6,9999,9999,9999,168,1.22,22.7,31.3,4.7
10.3,"nominal2","nominal8",2148,105,"nominal9",13.8,9999,9999,9999,220,0.992,15.7,52.8,2.2
10.3,"nominal1","nominal7",1988,96,"nominal9",13.7,0.608,9999,9999,209,0.98,37.9,38.1,3.247
10.3,"nominal1","nominal7",1781,92,"nominal9",13.3,9999,9999,9999,200,1.18,34.9,32.8,3.545
10.3,"nominal1","nominal7",1781,110,"nominal9",12.5,0.581,9999,7.1,217,0.81,16.8,47.5,2.443
10.3,"nominal1","nominal7",1747,83,"nominal9",13.6,9999,9999,9999,190,1.7,35.6,32.5,3.256
10.3,"nominal1","nominal7",1747,96,"nominal9",13.5,9999,9999,9999,201,0.996,30.2,32,3.625
10.3,"nominal1","nominal7",1588,80,"nominal9",13.8,9999,9999,9999,190,0.925,38.5,34.2,3.215
10.3,"nominal1","nominal7",1795,86,"nominal9",13.7,9999,9999,9999,185,0.548,21.7,61.3,1.794
10.3,"nominal1","nominal7",1588,80,"nominal9",13.8,9999,9999,9999,190,0.925,38.5,34.2,3.215
10.3,"nominal1","nominal7",1795,86,"nominal9",13.7,9999,9999,9999,185,0.548,21.7,61.3,1.794
10.3,"nominal1","nominal7",1493,84,"nominal9",11.9,9999,9999,9999,188,0.745,46.1,38.8,2.729
10.3,"nominal1","nominal7",1793,82,"nominal9",13.6,9999,9999,9999,195,1.39,34.2,32.3,3.264
10.3,"nominal1","nominal7",2495,125,"nominal9",11.3,0.697,9999,9999,200,0.744,43.7,43,2.61
10.3,"nominal1","nominal7",1581,74,"nominal9",14.8,0.643,9999,9999,186,1.38,34.5,32.6,3.274
10.4,"nominal2","nominal8",2151,105,"nominal9",14.5,0.608,4.4,7,213,0.931,16,54.5,2.173
10.4,"nominal3","nominal8",2496,110,"nominal9",14,0.65,9999,7.1,212,1.47,15.4,50.6,2.294
10.4,"nominal3","nominal8",2496,110,"nominal9",15.2,0.657,9999,7.2,210,0.946,16.9,55.5,2.84
10.4,"nominal2","nominal7",1895,87,"nominal9",14.8,0.574,9999,9999,206,1.94,31.6,34.2,3.4
10.4,"nominal2","nominal7",1895,87,"nominal9",14.8,0.577,9999,7.2,206,1.9,31.7,34.3,3.4
10.4,"nominal2","nominal7",1895,87,"nominal9",14,0.769,9999,9999,196,1.41,31.6,34.2,3.4
10.4,"nominal1","nominal7",1985,113,"nominal9",11.6,9999,9999,9999,205,0.946,38.7,39.4,2.9
10.4,"nominal1","nominal7",1985,113,"nominal9",11.6,9999,9999,9999,205,0.946,38.7,39.4,2.9
10.4,"nominal1","nominal8",1910,77,"nominal9",16.2,9999,9999,9999,187,1.59,17.7,44.2,2.416
10.4,"nominal1","nominal8",1910,77,"nominal9",15.7,9999,9999,9999,185,1.55,17.6,43.8,2.416
10.4,"nominal1","nominal8",1910,77,"nominal9",15.2,9999,9999,9999,187,1.227,12.3,38.1,2.8
10.4,"nominal1","nominal7",1850,100,"nominal9",13.3,9999,9999,9999,205,1.18,38.6,33.6,3.357
10.4,"nominal1","nominal7",1493,84,"nominal9",12.2,9999,9999,9999,192,0.761,46.1,38.8,2.729
10.4,"nominal1","nominal7",1834,92,"nominal9",13,9999,9999,9999,200,1.42,30.9,34.9,3.228
10.4,"nominal1","nominal7",1834,92,"nominal9",13,9999,9999,9999,200,1.42,30.9,34.9,3.228
10.4,"nominal1","nominal7",1834,92,"nominal9",13.2,9999,9999,9999,200,1.42,30.9,34.9,3.228
10.4,"nominal1","nominal7",1834,92,"nominal9",13.6,9999,9999,9999,200,1.42,30.9,34.9,3.228
10.4,"nominal3","nominal7",2457,115,"nominal9",13.1,9999,9999,9999,200,0.91,35.2,39.2,2.852
10.4,"nominal1","nominal7",1834,90,"nominal11",13.3,9999,9999,9999,190,0.968,30.6,35.7,3.52
10.4,"nominal1","nominal7",1834,90,"nominal11",13.3,9999,9999,9999,190,0.968,30.6,35.7,3.52
10.4,"nominal1","nominal7",2351,110,"nominal11",12.9,0.916,9999,9999,190,1.32,26.8,33.5,3.536
10.4,"nominal3","nominal7",3378,131,"nominal10",13.1,9999,9999,9999,180,0.99,31.2,39.5,3.63
10.4,"nominal3","nominal7",1998,94,"nominal10",13.5,9999,9999,9999,170,9999,9999,9999,3.823
10.5,"nominal2","nominal8",2148,105,"nominal9",14,9999,9999,9999,215,1.5,18.5,48.7,2.382
10.5,"nominal1","nominal8",1896,85,"nominal9",15.1,0.629,9999,9999,200,1.5,17.7,47.6,2.439
10.5,"nominal1","nominal8",1896,81,"nominal9",14.7,0.639,9999,7.2,194,1.49,17.2,44.5,2.66
10.5,"nominal2","nominal7",2198,106,"nominal9",15.1,0.685,9999,9999,210,1.11,30.1,35,3.315
10.5,"nominal2","nominal7",2498,125,"nominal9",13.6,0.685,9999,9999,223,0.958,37.4,38.8,3.51
10.5,"nominal1","nominal7",1998,100,"nominal9",11.9,0.629,9999,9999,200,1.24,29.5,34.9,3.329
10.5,"nominal1","nominal7",1998,100,"nominal9",12.2,0.629,9999,9999,200,0.864,38.3,41.3,2.8
10.5,"nominal1","nominal7",1998,100,"nominal9",12.2,0.589,9999,9999,200,0.864,38.3,41.3,2.8
10.5,"nominal1","nominal7",1598,78,"nominal9",13.2,0.552,9999,9999,203,1.52,30.7,32.2,3.329
10.5,"nominal1","nominal8",1896,81,"nominal9",13.9,9999,9999,9999,193,1.59,17.1,45.6,2.4
10.5,"nominal1","nominal7",1781,92,"nominal9",13.3,0.654,9999,9999,200,1.18,34.9,32.8,3.545
10.5,"nominal1","nominal7",1948,100,"nominal9",14.5,0.654,9999,9999,207,0.713,49.6,48.4,2.41
10.5,"nominal1","nominal7",1834,92,"nominal9",14.1,9999,9999,9999,200,0.982,29.5,37,2.941
10.5,"nominal1","nominal7",2435,103,"nominal9",14.4,9999,9999,9999,205,0.851,32.7,42.3,2.8
10.5,"nominal1","nominal7",1598,88,"nominal9",13.8,9999,9999,9999,197,1.21,34.2,30.6,3.459
10.5,"nominal1","nominal7",1598,88,"nominal9",14.1,0.639,9999,9999,200,1.14,35,31.3,3.625
10.5,"nominal1","nominal8",1910,77,"nominal9",16.5,0.639,9999,9999,188,1.6,17.8,44.3,2.558
10.5,"nominal1","nominal7",1597,66,"nominal9",14.8,9999,9999,9999,185,0.952,31.7,35.3,2.986
10.5,"nominal1","nominal7",1997,100,"nominal9",13.4,9999,9999,9999,194,0.84,45.9,39.8,2.878
10.5,"nominal2","nominal8",2497,110,"nominal9",13.2,0.68,4.6,7.3,200,1.84,15.6,41.9,2.768
10.5,"nominal2","nominal8",2497,110,"nominal9",13.5,0.68,4.4,7.1,200,0.933,18.5,48.7,2.382
10.5,"nominal3","nominal7",2771,142,"nominal9",11.8,0.679,9999,7.6,227,0.775,31.6,48.8,2.372
10.5,"nominal1","nominal7",1796,85,"nominal9",14.1,0.645,9999,9999,195,1.35,28.3,34.9,3.329
10.5,"nominal1","nominal7",1781,110,"nominal9",12.7,0.688,9999,7.3,211,0.779,16.8,47.5,2.443
10.5,"nominal1","nominal7",2324,110,"nominal9",12.6,0.678,9999,7.3,212,0.974,30.8,36.3,3.192
10.5,"nominal3","nominal7",2324,110,"nominal9",13.4,0.678,9999,7,211,0.978,23.1,36,3.217
10.5,"nominal1","nominal7",1998,108,"nominal9",14.1,0.738,9999,9999,204,1.86,19.9,35.4,3.233
10.5,"nominal1","nominal7",1834,92,"nominal9",14.3,9999,9999,9999,200,0.982,29.5,37,2.941
10.5,"nominal1","nominal7",1991,100,"nominal9",12.8,0.772,9999,9999,202,0.958,33.7,36.4,3.99
10.5,"nominal1","nominal7",1998,103,"nominal9",13,0.588,9999,9999,205,0.983,39.1,35.9,3.157
10.5,"nominal1","nominal7",2792,128,"nominal11",13.2,0.884,9999,9999,199,0.978,33.1,35.1,3.268
10.5,"nominal1","nominal7",1781,110,"nominal11",15,0.831,9999,9999,194,1.29,14.2,34.3,3.49
10.5,"nominal6","nominal7",1973,108,"nominal10",12.8,9999,9999,9999,177,0.849,34.5,33.1,3.74
10.6,"nominal2","nominal8",1951,100,"nominal9",14.9,0.629,9999,9999,206,1.114,15.9,46.2,2.6
10.6,"nominal1","nominal8",1896,81,"nominal9",15.9,0.633,9999,7.6,193,1.32,17.2,45.1,2.576
10.6,"nominal1","nominal7",1762,81,"nominal9",13.6,0.64,9999,9999,195,1.21,34,34.7,3.138
10.6,"nominal1","nominal7",1998,102,"nominal9",12.9,9999,9999,9999,196,9999,9999,9999,9999
10.6,"nominal1","nominal8",1910,77,"nominal9",15.5,9999,9999,9999,185,1.214,12.3,38.1,2.8
10.6,"nominal1","nominal8",1994,74,"nominal9",16.6,9999,9999,9999,185,1.23,17.2,43.1,2.556
10.6,"nominal1","nominal8",1994,74,"nominal9",16.6,9999,9999,9999,185,1.23,17.2,43.1,2.556
10.6,"nominal1","nominal7",1850,100,"nominal9",13.9,9999,9999,9999,205,1.18,38.6,33.6,3.357
10.6,"nominal1","nominal7",1998,94,"nominal9",13.5,0.532,9999,9999,200,0.931,42.8,39.8,2.835
10.6,"nominal1","nominal7",1998,94,"nominal9",13.7,0.532,9999,9999,200,0.931,42.8,39.8,2.835
10.6,"nominal1","nominal7",1793,81,"nominal9",13.7,9999,9999,9999,196,1.21,36.1,33.4,3.264
10.6,"nominal1","nominal7",2392,104,"nominal9",13.5,9999,9999,9999,200,0.686,48.5,50.2,2.326
10.6,"nominal3","nominal8",2496,110,"nominal9",14.4,0.653,9999,7.2,208,1.27,15.4,50.6,2.294
10.6,"nominal2","nominal7",1991,110,"nominal9",14.3,0.651,9999,9999,212,1.15,26.9,32.5,3.6
10.6,"nominal1","nominal7",1991,85,"nominal9",15,0.772,9999,9999,192,0.82,36.2,39,2.97
10.6,"nominal3","nominal7",2457,115,"nominal9",13.2,9999,9999,9999,195,0.884,35.3,39.4,3.81
10.6,"nominal1","nominal7",2946,140,"nominal11",12,0.85,9999,9999,203,0.728,48.5,48.5,2.496
10.6,"nominal1","nominal7",2946,140,"nominal11",12.3,9999,9999,9999,206,0.739,48.5,48.5,2.496
10.7,"nominal1","nominal7",1598,75,"nominal9",13.9,0.713,5,7.4,180,1.3,34.7,34.2,3.88
10.7,"nominal2","nominal8",2151,105,"nominal9",14.7,0.608,4.4,7.1,212,1.16,18.9,49.7,2.382
10.7,"nominal1","nominal7",1781,110,"nominal9",13.2,0.613,9999,7.7,213,0.817,16.2,45.7,2.531
10.7,"nominal1","nominal8",2496,110,"nominal9",14.2,0.657,9999,7.3,212,0.927,17.4,57.2,2.23
10.7,"nominal1","nominal7",1595,74,"nominal9",14.4,9999,9999,9999,188,1.84,27.4,31,3.421
10.7,"nominal1","nominal7",1984,85,"nominal9",14.2,0.651,9999,7.2,193,0.996,21.7,35.9,2.952
10.7,"nominal1","nominal8",1896,85,"nominal9",15.8,0.624,9999,7.3,200,1.5,17.7,47.6,2.439
10.7,"nominal1","nominal7",2324,110,"nominal9",12.7,0.581,9999,7.7,217,0.714,32.8,50.6,2.294
10.7,"nominal1","nominal7",1762,81,"nominal9",13.8,0.68,9999,9999,195,1.21,34,34.7,3.138
10.7,"nominal1","nominal7",1998,84,"nominal9",12.8,0.627,9999,9999,195,0.792,48.4,45.6,2.322
10.7,"nominal1","nominal7",1581,76,"nominal9",15,9999,9999,9999,187,0.864,33.6,37.6,2.924
10.7,"nominal1","nominal7",2446,129,"nominal9",11.2,9999,9999,9999,210,0.729,44.9,47.2,2.426
10.7,"nominal1","nominal7",1995,105,"nominal9",13.4,0.61,9999,9999,202,0.912,38.8,36.9,3.26
10.7,"nominal3","nominal7",1994,92,"nominal9",13.4,0.663,9999,9999,181,0.818,35.5,39.5,2.852
10.7,"nominal3","nominal7",1994,92,"nominal9",14.9,9999,9999,9999,194,0.995,29.4,34.8,3.237
