"available.power","Attribute1","Attribute2","Attribute3","Attribute4","Attribute5","Attribute6","Attribute7","Attribute8","Attribute9","Attribute10","Attribute11","Attribute12","Attribute13","Attribute14","Attribute15"
60,"nominal2",1995,4,"nominal3",1.71,19,185,11.65,"nominal6","nominal9",1,"nominal24","nominal27","nominal33",4
60,"nominal2",1995,4,"nominal3",1.71,19,185,11.65,"nominal6","nominal9",1,"nominal24","nominal27","nominal33",4
60,"nominal2",1995,4,"nominal3",1.71,19,185,11.65,"nominal6","nominal9",1,"nominal24","nominal27","nominal33",4
60,"nominal2",1995,4,"nominal3",1.71,19,185,11.65,"nominal6","nominal9",1,"nominal24","nominal27","nominal33",4
60,"nominal2",1995,4,"nominal3",1.71,19,185,11.65,"nominal6","nominal9",1,"nominal24","nominal27","nominal33",4
60,"nominal2",1995,4,"nominal3",1.71,19,185,11.65,"nominal6","nominal15",1,"nominal21","nominal27","nominal33",4
60,"nominal2",1995,4,"nominal3",1.71,19,185,11.65,"nominal6","nominal15",1,"nominal21","nominal27","nominal33",4
60,"nominal2",1995,4,"nominal3",1.71,19,185,11.65,"nominal6","nominal9",1,"nominal24","nominal27","nominal33",4
60,"nominal2",1995,4,"nominal3",1.71,19,185,11.65,"nominal6","nominal9",1,"nominal24","nominal27","nominal33",4
74,"nominal2",1995,4,"nominal3",1.71,19,205,12.91,"nominal6","nominal12",1,"nominal22","nominal27","nominal33",4
74,"nominal2",1995,4,"nominal3",1.71,19,230,14.49,"nominal6","nominal15",1,"nominal21","nominal27","nominal33",4
74,"nominal2",1995,4,"nominal3",1.71,19,230,14.49,"nominal6","nominal15",1,"nominal21","nominal27","nominal33",4
74,"nominal2",1995,4,"nominal3",1.71,19,230,14.49,"nominal6","nominal15",1,"nominal21","nominal27","nominal33",4
74,"nominal2",1995,4,"nominal3",1.71,19,205,12.91,"nominal6","nominal15",1,"nominal21","nominal27","nominal33",4
74,"nominal2",1995,4,"nominal3",1.71,19,205,12.91,"nominal6","nominal15",1,"nominal21","nominal27","nominal33",4
74,"nominal2",1995,4,"nominal3",1.71,19,205,12.91,"nominal6","nominal12",1,"nominal22","nominal27","nominal33",4
74,"nominal2",1995,4,"nominal3",1.71,19,230,14.49,"nominal6","nominal15",1,"nominal21","nominal27","nominal33",4
81,"nominal2",1995,4,"nominal3",1.144,19,250,15.75,"nominal6","nominal12",2,"nominal21","nominal27","nominal33",4
81,"nominal2",1995,4,"nominal3",1.144,19,250,15.75,"nominal6","nominal12",2,"nominal21","nominal27","nominal33",4
81,"nominal2",1995,4,"nominal3",1.144,19,250,15.75,"nominal6","nominal12",2,"nominal21","nominal27","nominal33",4
94,"nominal1",1995,4,"nominal3",1.71,9,174,10.96,"nominal6","nominal15",2,"nominal21","nominal27","nominal33",4
94,"nominal1",1995,4,"nominal3",1.71,9,174,10.96,"nominal6","nominal15",2,"nominal21","nominal27","nominal33",4
94,"nominal1",1995,4,"nominal3",1.71,9,174,10.96,"nominal6","nominal15",2,"nominal21","nominal27","nominal33",4
94,"nominal1",1995,4,"nominal3",1.71,9,174,10.96,"nominal6","nominal15",2,"nominal21","nominal27","nominal33",4
103,"nominal1",1995,6,"nominal4",0.965,10,179,11.28,"nominal6","nominal11",4,"nominal21","nominal27","nominal33",4
103,"nominal1",1995,6,"nominal4",0.965,10,179,11.28,"nominal6","nominal11",4,"nominal21","nominal27","nominal33",4
105,"nominal1",1995,6,"nominal4",0.892,10,176,11.09,"nominal6","nominal14",4,"nominal21","nominal27","nominal33",4
98,"nominal1",1996,4,"nominal3",0.949,10,179,11.27,"nominal6","nominal12",1,"nominal19","nominal27","nominal33",4
66,"nominal2",1997,4,"nominal3",1.35,18,205,12.9,"nominal6","nominal12",1,"nominal20","nominal27","nominal33",2
66,"nominal2",1997,4,"nominal3",1.35,18,205,12.9,"nominal6","nominal12",1,"nominal20","nominal27","nominal33",2
66,"nominal2",1997,4,"nominal3",1.35,18,205,12.9,"nominal6","nominal12",1,"nominal20","nominal27","nominal33",2
80,"nominal2",1997,4,"nominal3",1.35,18,250,15.73,"nominal8","nominal12",1,"nominal20","nominal27","nominal33",2
80,"nominal2",1997,4,"nominal3",1.35,18,250,15.73,"nominal8","nominal12",1,"nominal20","nominal27","nominal33",2
80,"nominal2",1997,4,"nominal3",1.35,18,250,15.73,"nominal8","nominal12",1,"nominal20","nominal27","nominal33",2
80,"nominal2",1997,4,"nominal3",1.35,18,250,15.73,"nominal8","nominal12",1,"nominal20","nominal27","nominal33",2
80,"nominal2",1997,4,"nominal3",1.35,18,250,15.73,"nominal8","nominal12",1,"nominal20","nominal27","nominal33",2
80,"nominal2",1997,4,"nominal3",1.35,18,250,15.73,"nominal6","nominal12",1,"nominal21","nominal27","nominal33",2
80,"nominal2",1997,4,"nominal3",1.35,18,250,15.73,"nominal6","nominal12",1,"nominal21","nominal27","nominal33",2
80,"nominal2",1997,4,"nominal3",1.35,18,250,15.73,"nominal6","nominal12",1,"nominal21","nominal27","nominal33",2
80,"nominal2",1997,4,"nominal3",1.35,18,250,15.73,"nominal6","nominal12",1,"nominal21","nominal27","nominal33",2
83,"nominal1",1997,4,"nominal3",1.35,10,165,10.38,"nominal6","nominal12",1,"nominal25","nominal27","nominal33",4
98,"nominal1",1997,4,"nominal3",1.35,10,179,11.26,"nominal6","nominal12",1,"nominal25","nominal27","nominal33",4
98,"nominal1",1997,4,"nominal3",1.35,10,179,11.26,"nominal6","nominal12",1,"nominal25","nominal27","nominal33",4
99,"nominal1",1997,4,"nominal3",1.35,11,190,11.96,"nominal6","nominal12",2,"nominal21","nominal27","nominal33",4
99,"nominal1",1997,4,"nominal3",1.35,11,190,11.96,"nominal6","nominal12",2,"nominal21","nominal27","nominal33",4
99,"nominal1",1997,4,"nominal3",1.35,11,190,11.96,"nominal6","nominal12",2,"nominal21","nominal27","nominal33",4
100,"nominal1",1997,4,"nominal3",1.35,10,178,11.2,"nominal6","nominal12",1,"nominal19","nominal27","nominal33",4
100,"nominal1",1997,4,"nominal3",1.35,10,178,11.2,"nominal6","nominal12",1,"nominal19","nominal27","nominal33",4
100,"nominal1",1997,4,"nominal3",1.35,10,180,11.33,"nominal6","nominal12",2,"nominal20","nominal27","nominal33",4
100,"nominal1",1997,4,"nominal3",1.35,10,180,11.33,"nominal6","nominal12",2,"nominal20","nominal27","nominal33",4
100,"nominal1",1997,4,"nominal3",1.35,10,178,11.2,"nominal6","nominal12",1,"nominal19","nominal27","nominal33",4
100,"nominal1",1997,4,"nominal3",1.35,10,178,11.2,"nominal6","nominal12",1,"nominal19","nominal27","nominal33",4
100,"nominal1",1997,4,"nominal3",1.35,10,183,11.52,"nominal6","nominal12",2,"nominal20","nominal27","nominal33",4
100,"nominal1",1997,4,"nominal3",1.35,10,183,11.52,"nominal6","nominal12",2,"nominal20","nominal27","nominal33",4
100,"nominal1",1997,4,"nominal3",1.35,10,178,11.2,"nominal6","nominal12",1,"nominal19","nominal27","nominal33",4
100,"nominal1",1997,4,"nominal3",1.35,10,178,11.2,"nominal6","nominal12",1,"nominal19","nominal27","nominal33",4
102,"nominal1",1997,4,"nominal3",1.35,9,178,11.2,"nominal6","nominal12",2,"nominal22","nominal27","nominal33",4
102,"nominal1",1997,4,"nominal3",1.35,9,178,11.2,"nominal6","nominal12",2,"nominal22","nominal27","nominal33",4
102,"nominal1",1997,4,"nominal3",1.35,9,178,11.2,"nominal6","nominal12",2,"nominal22","nominal27","nominal33",4
102,"nominal1",1997,4,"nominal3",1.35,9,180,11.33,"nominal6","nominal12",2,"nominal25","nominal27","nominal33",4
102,"nominal1",1997,4,"nominal3",1.35,9,180,11.33,"nominal6","nominal12",2,"nominal25","nominal27","nominal33",4
104,"nominal1",1997,4,"nominal3",1.35,10,179,11.26,"nominal6","nominal12",2,"nominal22","nominal27","nominal33",4
108,"nominal1",1997,4,"nominal3",1.35,10,184,11.58,"nominal6","nominal12",1,"nominal25","nominal32","nominal33",4
108,"nominal1",1997,4,"nominal3",1.35,10,184,11.58,"nominal6","nominal12",1,"nominal25","nominal32","nominal33",4
108,"nominal1",1997,4,"nominal3",1.35,10,184,11.58,"nominal6","nominal12",1,"nominal25","nominal32","nominal33",4
108,"nominal1",1997,4,"nominal3",1.35,10,184,11.58,"nominal6","nominal12",1,"nominal25","nominal32","nominal33",4
110,"nominal1",1997,6,"nominal4",0.828,11,185,11.64,"nominal6","nominal12",4,"nominal21","nominal27","nominal33",4
110,"nominal1",1997,6,"nominal4",0.828,11,185,11.64,"nominal6","nominal12",4,"nominal21","nominal27","nominal33",4
148,"nominal1",1997,6,"nominal4",0.828,8,271,17.05,"nominal6","nominal12",2,"nominal26","nominal27","nominal33",2
177,"nominal1",1997,4,"nominal3",0.966,11,208,13.09,"nominal6","nominal17",2,"nominal19","nominal32","nominal37",4
61,"nominal2",1998,4,"nominal3",1,21,195,12.26,"nominal6","nominal12",1,"nominal21","nominal27","nominal33",2
61,"nominal2",1998,4,"nominal3",1,21,195,12.26,"nominal6","nominal12",1,"nominal21","nominal27","nominal33",2
64,"nominal2",1998,4,"nominal3",1,21,216,13.59,"nominal6","nominal12",1,"nominal21","nominal27","nominal33",2
64,"nominal2",1998,4,"nominal3",1,21,216,13.59,"nominal6","nominal12",1,"nominal21","nominal27","nominal33",2
66,"nominal2",1998,4,"nominal3",1,19,220,13.84,"nominal6","nominal12",1,"nominal25","nominal27","nominal33",4
66,"nominal2",1998,4,"nominal3",1,19,220,13.84,"nominal6","nominal12",1,"nominal25","nominal27","nominal33",4
66,"nominal2",1998,4,"nominal3",1,19,220,13.84,"nominal6","nominal12",1,"nominal25","nominal27","nominal33",4
74,"nominal2",1998,4,"nominal3",1,19,220,13.84,"nominal6","nominal12",1,"nominal25","nominal27","nominal33",4
74,"nominal2",1998,4,"nominal3",1,19,220,13.84,"nominal6","nominal12",1,"nominal25","nominal27","nominal33",4
74,"nominal2",1998,4,"nominal3",1,19,220,13.84,"nominal6","nominal12",1,"nominal25","nominal27","nominal33",4
84,"nominal1",1998,4,"nominal3",1.125,10,168,10.57,"nominal6","nominal12",1,"nominal21","nominal27","nominal33",2
84,"nominal1",1998,4,"nominal3",1.125,10,168,10.57,"nominal6","nominal12",1,"nominal21","nominal27","nominal33",2
84,"nominal1",1998,4,"nominal3",1.125,10,168,10.57,"nominal6","nominal12",1,"nominal21","nominal27","nominal33",2
84,"nominal1",1998,4,"nominal3",1.125,10,168,10.57,"nominal6","nominal12",1,"nominal21","nominal27","nominal33",2
84,"nominal1",1998,4,"nominal3",1.125,10,168,10.57,"nominal6","nominal12",1,"nominal21","nominal27","nominal33",2
84,"nominal1",1998,4,"nominal3",1.125,10,168,10.57,"nominal6","nominal12",1,"nominal21","nominal27","nominal33",2
84,"nominal1",1998,4,"nominal3",1.125,10,168,10.57,"nominal6","nominal12",1,"nominal21","nominal27","nominal33",2
84,"nominal1",1998,4,"nominal3",1.125,10,168,10.57,"nominal6","nominal12",1,"nominal21","nominal27","nominal33",2
84,"nominal1",1998,4,"nominal3",1.125,10,168,10.57,"nominal6","nominal12",1,"nominal21","nominal27","nominal33",2
84,"nominal1",1998,4,"nominal3",1.125,10,168,10.57,"nominal6","nominal12",1,"nominal21","nominal27","nominal33",2
84,"nominal1",1998,4,"nominal3",1.125,10,168,10.57,"nominal6","nominal12",1,"nominal21","nominal27","nominal33",2
84,"nominal1",1998,4,"nominal3",1.125,10,168,10.57,"nominal6","nominal12",1,"nominal21","nominal27","nominal33",2
84,"nominal1",1998,4,"nominal3",1.125,10,168,10.57,"nominal6","nominal12",1,"nominal21","nominal27","nominal33",2
85,"nominal1",1998,4,"nominal3",1,10,170,10.69,"nominal6","nominal9",2,"nominal21","nominal27","nominal33",2
89,"nominal1",1998,4,"nominal3",1,10,170,10.69,"nominal6","nominal12",1,"nominal21","nominal27","nominal33",2
89,"nominal1",1998,4,"nominal3",1,10,170,10.69,"nominal6","nominal12",1,"nominal21","nominal27","nominal33",2
89,"nominal1",1998,4,"nominal3",1,10,170,10.69,"nominal6","nominal12",1,"nominal21","nominal27","nominal33",2
93,"nominal1",1998,4,"nominal3",1,10,169,10.63,"nominal6","nominal9",2,"nominal22","nominal27","nominal33",4
94,"nominal1",1998,4,"nominal3",1,10,178,11.2,"nominal6","nominal12",2,"nominal21","nominal27","nominal33",4
94,"nominal1",1998,4,"nominal3",1,10,178,11.2,"nominal6","nominal12",2,"nominal21","nominal27","nominal33",4
94,"nominal1",1998,4,"nominal3",1,10,178,11.2,"nominal6","nominal12",2,"nominal21","nominal27","nominal33",4
94,"nominal1",1998,4,"nominal3",1,10,178,11.2,"nominal6","nominal12",2,"nominal21","nominal27","nominal33",4
94,"nominal1",1998,4,"nominal3",1,10,178,11.2,"nominal6","nominal12",2,"nominal21","nominal27","nominal33",4
94,"nominal1",1998,4,"nominal3",1,10,178,11.2,"nominal6","nominal12",2,"nominal21","nominal27","nominal33",4
94,"nominal1",1998,4,"nominal3",1,10,178,11.2,"nominal6","nominal12",2,"nominal21","nominal27","nominal33",4
94,"nominal1",1998,4,"nominal3",1,10,178,11.2,"nominal6","nominal12",2,"nominal21","nominal27","nominal33",4
94,"nominal1",1998,4,"nominal3",1,10,178,11.2,"nominal6","nominal12",2,"nominal21","nominal27","nominal33",4
94,"nominal1",1998,4,"nominal3",1,10,178,11.2,"nominal6","nominal14",2,"nominal21","nominal27","nominal33",4
94,"nominal1",1998,4,"nominal3",1,10,178,11.2,"nominal6","nominal14",2,"nominal21","nominal27","nominal33",4
94,"nominal1",1998,4,"nominal3",1,10,178,11.2,"nominal6","nominal14",2,"nominal21","nominal27","nominal33",4
94,"nominal1",1998,4,"nominal3",1,10,178,11.2,"nominal6","nominal14",2,"nominal21","nominal27","nominal33",4
94,"nominal1",1998,4,"nominal3",1,9,175,11.01,"nominal6","nominal12",2,"nominal21","nominal27","nominal33",4
94,"nominal1",1998,4,"nominal3",1,9,175,11.01,"nominal6","nominal12",2,"nominal21","nominal27","nominal33",4
94,"nominal1",1998,4,"nominal3",1,9,175,11.01,"nominal6","nominal12",2,"nominal21","nominal27","nominal33",4
94,"nominal1",1998,4,"nominal3",1,9,175,11.01,"nominal6","nominal12",2,"nominal21","nominal27","nominal33",4
94,"nominal1",1998,4,"nominal3",1,9,175,11.01,"nominal6","nominal12",2,"nominal21","nominal27","nominal33",4
94,"nominal1",1998,4,"nominal3",1,9,175,11.01,"nominal6","nominal12",2,"nominal21","nominal27","nominal33",4
94,"nominal1",1998,4,"nominal3",0.875,10,179,11.26,"nominal6","nominal11",2,"nominal21","nominal28","nominal33",4
95,"nominal1",1998,4,"nominal3",0.875,11,190,11.95,"nominal6","nominal11",2,"nominal21","nominal28","nominal33",4
95,"nominal1",1998,4,"nominal3",0.875,11,190,11.95,"nominal6","nominal11",2,"nominal21","nominal28","nominal33",4
97,"nominal1",1998,4,"nominal3",1,10,180,11.32,"nominal6","nominal12",2,"nominal21","nominal27","nominal33",4
97,"nominal1",1998,4,"nominal3",1,10,180,11.32,"nominal6","nominal12",2,"nominal21","nominal27","nominal33",4
97,"nominal1",1998,4,"nominal3",1,10,180,11.32,"nominal6","nominal12",2,"nominal21","nominal27","nominal33",4
97,"nominal1",1998,4,"nominal3",1,10,180,11.32,"nominal6","nominal12",2,"nominal21","nominal27","nominal33",4
97,"nominal1",1998,4,"nominal3",1,11,180,11.32,"nominal6","nominal12",2,"nominal21","nominal27","nominal33",4
97,"nominal1",1998,4,"nominal3",1,10,180,11.32,"nominal6","nominal12",2,"nominal21","nominal27","nominal33",4
97,"nominal1",1998,4,"nominal3",1,10,180,11.32,"nominal6","nominal12",2,"nominal21","nominal27","nominal33",4
97,"nominal1",1998,4,"nominal3",1,10,180,11.32,"nominal6","nominal12",2,"nominal21","nominal27","nominal33",4
97,"nominal1",1998,4,"nominal3",1,10,180,11.32,"nominal6","nominal12",2,"nominal21","nominal27","nominal33",4
97,"nominal1",1998,4,"nominal3",1,10,180,11.32,"nominal6","nominal12",2,"nominal21","nominal27","nominal33",4
97,"nominal1",1998,4,"nominal3",1,10,180,11.32,"nominal6","nominal12",2,"nominal21","nominal27","nominal33",4
97,"nominal1",1998,4,"nominal3",1,11,180,11.32,"nominal6","nominal12",2,"nominal21","nominal27","nominal33",4
97,"nominal1",1998,4,"nominal3",1,11,180,11.32,"nominal6","nominal12",2,"nominal21","nominal27","nominal33",4
97,"nominal1",1998,4,"nominal3",1,11,180,11.32,"nominal6","nominal12",2,"nominal21","nominal27","nominal33",4
98,"nominal1",1998,4,"nominal3",1,10,185,11.64,"nominal6","nominal12",2,"nominal21","nominal27","nominal33",4
98,"nominal1",1998,4,"nominal3",1,10,185,11.64,"nominal6","nominal12",2,"nominal21","nominal27","nominal33",4
98,"nominal1",1998,4,"nominal3",1,10,185,11.64,"nominal6","nominal12",2,"nominal21","nominal27","nominal33",4
98,"nominal1",1998,4,"nominal3",1,10,185,11.64,"nominal6","nominal12",2,"nominal21","nominal27","nominal33",4
98,"nominal1",1998,4,"nominal3",1,10,184,11.57,"nominal6","nominal12",2,"nominal21","nominal27","nominal33",4
98,"nominal1",1998,4,"nominal3",1,10,184,11.57,"nominal6","nominal12",2,"nominal21","nominal27","nominal33",4
98,"nominal1",1998,4,"nominal3",1,10,171,10.76,"nominal6","nominal12",2,"nominal21","nominal27","nominal33",4
98,"nominal1",1998,4,"nominal3",1,10,171,10.76,"nominal6","nominal12",2,"nominal21","nominal27","nominal33",4
98,"nominal1",1998,4,"nominal3",1,10,184,11.57,"nominal6","nominal12",2,"nominal21","nominal27","nominal33",4
98,"nominal1",1998,4,"nominal3",1,10,184,11.57,"nominal6","nominal12",2,"nominal21","nominal27","nominal33",4
98,"nominal1",1998,4,"nominal3",1,10,171,10.76,"nominal6","nominal12",2,"nominal21","nominal27","nominal33",4
98,"nominal1",1998,4,"nominal3",1,10,171,10.76,"nominal6","nominal12",2,"nominal21","nominal27","nominal33",4
100,"nominal1",1998,4,"nominal3",0.875,10,190,11.95,"nominal6","nominal11",2,"nominal21","nominal28","nominal33",4
100,"nominal1",1998,4,"nominal3",0.875,10,190,11.95,"nominal6","nominal11",2,"nominal21","nominal28","nominal33",4
100,"nominal1",1998,4,"nominal3",0.875,10,190,11.95,"nominal6","nominal11",2,"nominal21","nominal28","nominal33",4
100,"nominal1",1998,4,"nominal3",0.875,10,190,11.95,"nominal6","nominal11",2,"nominal21","nominal28","nominal33",4
100,"nominal1",1998,4,"nominal3",0.875,10,190,11.95,"nominal6","nominal11",2,"nominal21","nominal28","nominal33",4
100,"nominal1",1998,4,"nominal3",0.875,10,190,11.95,"nominal6","nominal11",2,"nominal21","nominal28","nominal33",4
100,"nominal1",1998,4,"nominal3",1,11,188,11.82,"nominal6","nominal12",2,"nominal21","nominal27","nominal33",4
100,"nominal1",1998,4,"nominal3",1,11,188,11.82,"nominal6","nominal12",2,"nominal21","nominal27","nominal33",4
100,"nominal1",1998,4,"nominal3",1,11,188,11.82,"nominal6","nominal12",2,"nominal21","nominal27","nominal33",4
100,"nominal1",1998,4,"nominal3",1,11,188,11.82,"nominal6","nominal12",2,"nominal21","nominal27","nominal33",4
100,"nominal1",1998,4,"nominal3",1,11,188,11.82,"nominal6","nominal12",2,"nominal21","nominal27","nominal33",4
100,"nominal1",1998,4,"nominal3",1,11,188,11.82,"nominal6","nominal12",2,"nominal21","nominal27","nominal33",4
100,"nominal1",1998,4,"nominal3",1,11,188,11.82,"nominal6","nominal12",2,"nominal21","nominal27","nominal33",4
100,"nominal1",1998,4,"nominal3",1,11,188,11.82,"nominal6","nominal12",2,"nominal21","nominal27","nominal33",4
100,"nominal1",1998,4,"nominal3",1,11,188,11.82,"nominal6","nominal12",2,"nominal21","nominal27","nominal33",4
100,"nominal1",1998,4,"nominal3",1,11,188,11.82,"nominal6","nominal12",2,"nominal21","nominal27","nominal33",4
100,"nominal1",1998,4,"nominal3",0.875,10,190,11.95,"nominal6","nominal11",2,"nominal21","nominal28","nominal33",4
100,"nominal1",1998,4,"nominal3",0.875,10,190,11.95,"nominal6","nominal11",2,"nominal21","nominal28","nominal33",4
100,"nominal1",1998,4,"nominal3",0.875,10,190,11.95,"nominal6","nominal11",2,"nominal21","nominal28","nominal33",4
100,"nominal1",1998,4,"nominal3",0.875,10,190,11.95,"nominal6","nominal11",2,"nominal21","nominal28","nominal33",4
100,"nominal1",1998,4,"nominal3",1,11,188,11.82,"nominal6","nominal12",2,"nominal21","nominal27","nominal33",4
100,"nominal1",1998,4,"nominal3",1,11,188,11.82,"nominal6","nominal12",2,"nominal21","nominal27","nominal33",4
102,"nominal1",1998,4,"nominal3",1.125,10,188,11.82,"nominal6","nominal12",2,"nominal19","nominal28","nominal33",4
102,"nominal1",1998,4,"nominal3",1.125,10,188,11.82,"nominal6","nominal12",2,"nominal19","nominal28","nominal33",4
103,"nominal1",1998,4,"nominal3",1,10,181,11.38,"nominal6","nominal9",2,"nominal20","nominal27","nominal33",4
103,"nominal1",1998,4,"nominal3",1,10,181,11.38,"nominal6","nominal9",2,"nominal20","nominal27","nominal33",4
103,"nominal1",1998,4,"nominal3",1,10,181,11.38,"nominal6","nominal9",2,"nominal20","nominal27","nominal33",4
103,"nominal1",1998,4,"nominal3",1.125,10,188,11.82,"nominal6","nominal12",2,"nominal19","nominal28","nominal33",4
103,"nominal1",1998,4,"nominal3",1.125,10,188,11.82,"nominal6","nominal12",2,"nominal19","nominal28","nominal33",4
108,"nominal1",1998,4,"nominal3",1,8,235,14.78,"nominal6","nominal12",1,"nominal21","nominal27","nominal33",2
108,"nominal1",1998,4,"nominal3",1,8,235,14.78,"nominal6","nominal12",1,"nominal21","nominal27","nominal33",2
108,"nominal1",1998,4,"nominal3",1.125,10,185,11.64,"nominal6","nominal12",2,"nominal21","nominal27","nominal33",4
108,"nominal1",1998,4,"nominal3",1.125,10,185,11.64,"nominal6","nominal12",2,"nominal21","nominal27","nominal33",4
108,"nominal1",1998,4,"nominal3",1.125,10,185,11.64,"nominal6","nominal12",2,"nominal21","nominal27","nominal33",4
108,"nominal1",1998,4,"nominal3",1.125,10,185,11.64,"nominal6","nominal12",2,"nominal21","nominal27","nominal33",4
108,"nominal1",1998,4,"nominal3",1,8,235,14.78,"nominal6","nominal12",1,"nominal21","nominal27","nominal33",2
108,"nominal1",1998,4,"nominal3",1,8,235,14.78,"nominal6","nominal12",1,"nominal21","nominal27","nominal33",2
108,"nominal1",1998,4,"nominal3",1,8,235,14.78,"nominal6","nominal12",1,"nominal21","nominal27","nominal33",2
108,"nominal1",1998,4,"nominal3",1,8,235,14.78,"nominal6","nominal12",1,"nominal21","nominal27","nominal33",2
108,"nominal1",1998,4,"nominal3",1,8,235,14.78,"nominal6","nominal12",1,"nominal21","nominal27","nominal33",2
108,"nominal1",1998,4,"nominal3",1,8,235,14.78,"nominal6","nominal12",1,"nominal21","nominal27","nominal33",2
113,"nominal1",1998,5,"nominal3",0.923,10,186,11.7,"nominal6","nominal12",2,"nominal21","nominal28","nominal33",4
113,"nominal1",1998,5,"nominal3",0.923,11,186,11.7,"nominal6","nominal12",2,"nominal21","nominal28","nominal33",4
113,"nominal1",1998,5,"nominal3",0.923,11,186,11.7,"nominal6","nominal12",2,"nominal21","nominal28","nominal33",4
113,"nominal1",1998,5,"nominal3",0.923,11,186,11.7,"nominal6","nominal12",2,"nominal21","nominal28","nominal33",4
113,"nominal1",1998,5,"nominal3",0.923,11,186,11.7,"nominal6","nominal12",2,"nominal21","nominal28","nominal33",4
113,"nominal1",1998,5,"nominal3",0.923,11,186,11.7,"nominal6","nominal12",2,"nominal21","nominal28","nominal33",4
113,"nominal1",1998,5,"nominal3",0.923,11,186,11.7,"nominal6","nominal12",2,"nominal21","nominal28","nominal33",4
113,"nominal1",1998,5,"nominal3",0.923,11,186,11.7,"nominal6","nominal12",2,"nominal21","nominal28","nominal33",4
114,"nominal1",1998,5,"nominal3",0.923,10,186,11.7,"nominal6","nominal12",2,"nominal21","nominal28","nominal33",4
114,"nominal1",1998,5,"nominal3",0.923,10,186,11.7,"nominal6","nominal12",2,"nominal21","nominal28","nominal33",4
114,"nominal1",1998,5,"nominal3",0.923,10,186,11.7,"nominal6","nominal12",2,"nominal21","nominal28","nominal33",4
114,"nominal1",1998,5,"nominal3",0.923,10,186,11.7,"nominal6","nominal12",2,"nominal21","nominal28","nominal33",4
120,"nominal1",1998,4,"nominal3",0.875,10,230,14.47,"nominal6","nominal11",2,"nominal21","nominal28","nominal33",4
120,"nominal1",1998,4,"nominal3",0.875,10,230,14.47,"nominal6","nominal11",2,"nominal21","nominal28","nominal33",4
120,"nominal1",1998,4,"nominal3",0.875,10,230,14.47,"nominal6","nominal11",2,"nominal21","nominal28","nominal33",4
120,"nominal1",1998,4,"nominal3",0.875,10,230,14.47,"nominal6","nominal11",2,"nominal21","nominal28","nominal33",4
120,"nominal1",1998,4,"nominal3",1,11,193,12.14,"nominal6","nominal12",2,"nominal21","nominal27","nominal33",4
120,"nominal1",1998,4,"nominal3",1,10,193,12.14,"nominal6","nominal12",2,"nominal21","nominal27","nominal33",4
147,"nominal1",1998,4,"nominal3",1,9,265,16.67,"nominal6","nominal9",2,"nominal22","nominal28","nominal33",4
147,"nominal1",1998,4,"nominal3",1,9,265,16.67,"nominal6","nominal9",2,"nominal22","nominal28","nominal33",4
162,"nominal1",1998,5,"nominal3",0.923,9,310,19.5,"nominal6","nominal12",2,"nominal21","nominal28","nominal33",4
162,"nominal1",1998,5,"nominal3",0.923,9,310,19.5,"nominal6","nominal12",2,"nominal21","nominal28","nominal33",4
162,"nominal1",1998,5,"nominal3",0.923,9,309,19.43,"nominal6","nominal12",2,"nominal21","nominal28","nominal33",4
162,"nominal1",1998,5,"nominal3",0.923,9,309,19.43,"nominal6","nominal12",2,"nominal21","nominal28","nominal33",4
162,"nominal1",1998,5,"nominal3",0.923,9,309,19.43,"nominal6","nominal12",2,"nominal21","nominal28","nominal33",4
80,"nominal2",2088,4,"nominal3",1.82,22,250,15.05,"nominal6","nominal12",1,"nominal22","nominal27","nominal33",3
80,"nominal2",2088,4,"nominal3",1.82,22,250,15.05,"nominal6","nominal12",1,"nominal22","nominal27","nominal33",3
80,"nominal2",2088,4,"nominal3",1.82,22,250,15.05,"nominal6","nominal12",1,"nominal22","nominal27","nominal33",3
80,"nominal2",2088,4,"nominal3",1.82,22,250,15.05,"nominal6","nominal12",1,"nominal22","nominal27","nominal33",3
80,"nominal2",2088,4,"nominal3",1.82,22,250,15.05,"nominal8","nominal12",1,"nominal22","nominal27","nominal33",3
80,"nominal2",2088,4,"nominal3",1.82,22,250,15.05,"nominal8","nominal12",1,"nominal22","nominal27","nominal33",3
80,"nominal2",2088,4,"nominal3",1.82,22,250,15.05,"nominal8","nominal12",1,"nominal22","nominal27","nominal33",3
80,"nominal2",2088,4,"nominal3",1.82,22,250,15.05,"nominal8","nominal12",1,"nominal22","nominal27","nominal33",3
85,"nominal2",2148,4,"nominal3",1.3,18,250,14.63,"nominal6","nominal10",2,"nominal21","nominal27","nominal33",4
85,"nominal2",2148,4,"nominal3",1.3,18,250,14.63,"nominal6","nominal10",2,"nominal21","nominal27","nominal33",4
105,"nominal2",2148,4,"nominal3",1.3,18,315,18.43,"nominal6","nominal10",2,"nominal21","nominal27","nominal33",4
105,"nominal2",2148,4,"nominal3",1.3,18,315,18.43,"nominal6","nominal10",2,"nominal21","nominal27","nominal33",4
75,"nominal2",2151,4,"nominal3",1.5,19,235,13.73,"nominal6","nominal10",2,"nominal21","nominal27","nominal33",4
75,"nominal2",2151,4,"nominal3",1.5,19,235,13.73,"nominal6","nominal10",2,"nominal21","nominal27","nominal33",4
75,"nominal2",2151,4,"nominal3",1.5,19,250,14.61,"nominal6","nominal10",2,"nominal21","nominal27","nominal33",4
