"maximal.torque","Attribute1","Attribute2","Attribute3","Attribute4","Attribute5","Attribute6","Attribute7","Attribute8","Attribute9","Attribute10","Attribute11","Attribute12","Attribute13","Attribute14","Attribute15","Attribute16","Attribute17","Attribute18","Attribute19","Attribute20","Attribute21","Attribute22","Attribute23","Attribute24","Attribute25","Attribute26","Attribute27","Attribute28","Attribute29","Attribute30","Attribute31","Attribute32"
191,"nominal2","nominal8","nominal10",4,"nominal12",2389,85,9,4800,9999,9999,9999,10.05,1.79,"nominal21","nominal23","nominal29",3,9999,9999,9999,9999,9999,9999,19.2,"nominal34","nominal43",1,"nominal47","nominal52","nominal57","nominal61"
191,"nominal2","nominal8","nominal10",4,"nominal12",2389,87,9,4800,9999,9999,9999,10.05,1.79,"nominal21","nominal23","nominal29",3,9999,9999,9999,9999,9999,9999,20.2,"nominal34","nominal43",1,"nominal47","nominal52","nominal57","nominal61"
193,"nominal1","nominal4","nominal10",4,"nominal12",1998,120,11,6500,800,7300,9999,12.14,1,"nominal17","nominal23","nominal29",4,7,34.7,9999,7,29.7,9999,9.9,"nominal34","nominal40",2,"nominal47","nominal52","nominal58","nominal61"
193,"nominal1","nominal4","nominal10",4,"nominal12",1998,120,10,6500,800,7300,9999,12.14,1,"nominal17","nominal23","nominal29",4,7,34.7,9999,7,29.7,9999,10.1,"nominal34","nominal40",2,"nominal47","nominal52","nominal58","nominal61"
195,"nominal2","nominal8","nominal11",4,"nominal12",1998,61,21,4000,9999,9999,9999,12.26,1,"nominal17","nominal23","nominal29",2,9999,9999,9999,9999,9999,9999,23.5,"nominal34","nominal40",1,"nominal48","nominal54","nominal58","nominal63"
195,"nominal2","nominal8","nominal11",4,"nominal12",1998,61,21,4000,9999,9999,9999,12.26,1,"nominal17","nominal23","nominal29",2,9999,9999,9999,9999,9999,9999,24.1,"nominal34","nominal40",1,"nominal48","nominal54","nominal58","nominal63"
196,"nominal1","nominal4","nominal11",4,"nominal12",1905,66,22,4000,800,4500,9999,12.93,1.6,"nominal17","nominal23","nominal29",2,8,38,9.1,8,33,9.1,19.9,"nominal34","nominal40",1,"nominal48","nominal54","nominal58","nominal63"
196,"nominal1","nominal4","nominal11",4,"nominal12",1905,66,22,4000,800,4500,9999,12.93,1.6,"nominal17","nominal23","nominal29",2,8,38,9.1,8,33,9.1,20.2,"nominal34","nominal40",1,"nominal48","nominal54","nominal58","nominal63"
196,"nominal1","nominal4","nominal11",4,"nominal12",1905,66,22,4000,800,9999,9999,12.93,1.6,"nominal17","nominal23","nominal29",2,8,38.5,9.1,8,33,9.1,17.3,"nominal34","nominal40",1,"nominal48","nominal54","nominal59","nominal63"
196,"nominal1","nominal4","nominal11",4,"nominal12",1905,66,22,4000,800,9999,9999,12.93,1.6,"nominal17","nominal23","nominal29",2,8,38.5,9.1,8,33,9.1,17.5,"nominal34","nominal40",1,"nominal48","nominal54","nominal59","nominal63"
196,"nominal1","nominal4","nominal11",4,"nominal12",1905,66,22,4000,800,5100,9999,12.93,1.6,"nominal17","nominal23","nominal29",2,8,38.5,9999,8,33,9999,18.2,"nominal34","nominal40",1,"nominal48","nominal54","nominal58","nominal63"
196,"nominal1","nominal4","nominal11",4,"nominal12",1905,66,22,4000,800,5100,9999,12.93,1.6,"nominal17","nominal23","nominal29",2,8,38.5,9999,8,33,9999,17.5,"nominal34","nominal40",1,"nominal48","nominal54","nominal58","nominal63"
196,"nominal1","nominal4","nominal11",4,"nominal12",1910,59,18,3000,9999,9999,9999,12.9,1.12,"nominal17","nominal23","nominal29",2,9999,9999,9999,9999,9999,9999,17.6,"nominal34","nominal40",1,"nominal48","nominal53","nominal57","nominal62"
196,"nominal1","nominal4","nominal11",4,"nominal12",1910,59,18,3000,9999,9999,9999,12.9,1.12,"nominal17","nominal23","nominal29",2,9999,9999,9999,9999,9999,9999,17.9,"nominal34","nominal40",1,"nominal48","nominal53","nominal57","nominal62"
196,"nominal1","nominal4","nominal11",4,"nominal12",1905,66,22,4000,800,4500,9999,12.93,1.6,"nominal17","nominal23","nominal29",2,8,38,9.1,8,33,9.1,20.6,"nominal34","nominal40",1,"nominal48","nominal54","nominal58","nominal63"
196,"nominal1","nominal4","nominal11",4,"nominal12",1905,66,22,4000,800,4500,9999,12.93,1.6,"nominal17","nominal23","nominal29",2,8,38,9.1,8,33,9.1,21,"nominal34","nominal40",1,"nominal48","nominal54","nominal58","nominal63"
196,"nominal1","nominal4","nominal11",4,"nominal12",1905,66,22,4000,800,9999,9999,12.93,1.6,"nominal17","nominal23","nominal29",2,8,38.5,9.1,8,33,9.1,18.1,"nominal34","nominal40",1,"nominal48","nominal54","nominal59","nominal63"
196,"nominal1","nominal4","nominal11",4,"nominal12",1905,66,22,4000,800,5100,9999,12.93,1.6,"nominal17","nominal23","nominal29",2,8,38.5,9999,8,33,9999,18.2,"nominal34","nominal40",1,"nominal48","nominal54","nominal58","nominal63"
196,"nominal3","nominal4","nominal11",4,"nominal12",1905,66,22,4000,800,4500,9999,12.93,1.6,"nominal17","nominal23","nominal29",2,8,38.5,9.1,8,33,9.1,23.7,"nominal34","nominal40",1,"nominal48","nominal54","nominal58","nominal63"
198,"nominal1","nominal4","nominal10",4,"nominal12",1588,116,8,6000,9999,9999,9999,15.67,0.988,"nominal17","missing_value","missing_value",4,9999,9999,9999,9999,9999,9999,9.1,"nominal34","nominal40",2,"nominal48","nominal52","nominal58","nominal61"
199,"nominal1","nominal4","nominal10",4,"nominal12",2392,104,10,5800,9999,9999,9999,10.45,1.44,"nominal17","nominal23","nominal29",4,9999,35.5,9999,9999,29,9999,13.5,"nominal34","nominal43",2,"nominal47","nominal52","nominal58","nominal61"
200,"nominal1","nominal4","nominal11",4,"nominal12",1870,72,21,4000,9999,9999,9999,13.44,1.163,"nominal17","nominal23","nominal29",2,9999,9999,9999,9999,9999,9999,14.9,"nominal34","nominal40",1,"nominal48","nominal53","nominal58","nominal66"
200,"nominal1","nominal4","nominal11",4,"nominal12",1870,72,21,4000,9999,9999,9999,13.44,1.163,"nominal17","nominal23","nominal29",2,9999,9999,9999,9999,9999,9999,14.7,"nominal34","nominal40",1,"nominal48","nominal53","nominal58","nominal66"
200,"nominal1","nominal4","nominal11",4,"nominal12",1870,72,18,4000,9999,9999,9999,13.44,1.163,"nominal17","nominal23","nominal29",2,9999,9999,9999,9999,9999,9999,18.2,"nominal34","nominal40",1,"nominal48","nominal53","nominal58","nominal66"
200,"nominal1","nominal4","nominal11",4,"nominal12",1870,72,21,4000,9999,9999,9999,13.44,1.163,"nominal17","nominal23","nominal29",2,9999,9999,9999,9999,9999,9999,15.1,"nominal34","nominal40",1,"nominal48","nominal53","nominal58","nominal66"
200,"nominal1","nominal4","nominal11",4,"nominal12",1870,72,18,4000,9999,9999,9999,13.44,1.163,"nominal17","nominal23","nominal29",2,9999,9999,9999,9999,9999,9999,17.9,"nominal34","nominal40",1,"nominal48","nominal53","nominal58","nominal66"
200,"nominal1","nominal4","nominal11",4,"nominal12",1870,72,18,4000,9999,9999,9999,13.44,1.163,"nominal17","nominal23","nominal29",2,9999,9999,9999,9999,9999,9999,18.4,"nominal34","nominal40",1,"nominal48","nominal53","nominal58","nominal66"
200,"nominal1","nominal4","nominal11",4,"nominal12",1870,72,18,4000,9999,9999,9999,13.44,1.163,"nominal17","nominal23","nominal29",2,9999,9999,9999,9999,9999,9999,17.9,"nominal34","nominal40",1,"nominal48","nominal53","nominal58","nominal66"
200,"nominal1","nominal4","nominal11",4,"nominal12",1870,72,18,4000,9999,9999,9999,13.44,1.163,"nominal17","nominal23","nominal29",2,9999,9999,9999,9999,9999,9999,18.4,"nominal34","nominal40",1,"nominal48","nominal53","nominal58","nominal66"
200,"nominal1","nominal4","nominal11",4,"nominal12",1910,77,18,4000,9999,9999,9999,13.16,1.12,"nominal17","nominal23","nominal29",2,8,8,9999,9999,9999,9999,15.5,"nominal34","nominal40",1,"nominal48","nominal53","nominal57","nominal62"
200,"nominal1","nominal4","nominal11",4,"nominal12",1910,77,18,4000,9999,9999,9999,13.16,1.12,"nominal17","nominal23","nominal29",2,8,8,9999,9999,9999,9999,15.2,"nominal34","nominal40",1,"nominal48","nominal53","nominal57","nominal62"
200,"nominal1","nominal4","nominal11",4,"nominal12",1910,77,18,4000,9999,9999,9999,13.16,1.12,"nominal17","nominal23","nominal29",2,8,8,9999,9999,9999,9999,15.5,"nominal34","nominal40",1,"nominal48","nominal53","nominal57","nominal62"
200,"nominal1","nominal4","nominal11",4,"nominal12",1753,66,19,4000,9999,9999,9999,14.34,0.994,"nominal17","nominal23","nominal29",2,8,36.5,9999,8,32,9999,18.8,"nominal34","nominal41",1,"nominal48","nominal53","nominal57","nominal67"
200,"nominal1","nominal4","nominal11",4,"nominal12",1870,72,18,4000,9999,9999,9999,13.44,1.163,"nominal17","nominal23","nominal29",2,9999,9999,9999,9999,9999,9999,18.9,"nominal34","nominal40",1,"nominal48","nominal53","nominal58","nominal66"
200,"nominal1","nominal4","nominal11",4,"nominal12",1910,77,18,4000,9999,9999,9999,13.16,1.12,"nominal17","nominal23","nominal29",2,8,8,9999,9999,9999,9999,16.2,"nominal34","nominal40",1,"nominal48","nominal53","nominal57","nominal62"
200,"nominal3","nominal4","nominal11",4,"nominal12",1910,77,18,4000,9999,9999,9999,13.16,1.12,"nominal17","nominal23","nominal29",2,8,8,9999,9999,9999,9999,17.8,"nominal34","nominal40",1,"nominal48","nominal53","nominal57","nominal62"
200,"nominal3","nominal4","nominal10",4,"nominal12",2254,110,9,5700,9999,9999,9999,11.15,1.128,"nominal15","nominal28","nominal33",4,5.5,34,9999,5.5,29,9999,13.5,"nominal34","nominal40",1,"nominal47","nominal52","nominal58","nominal61"
200,"nominal3","nominal4","nominal10",4,"nominal12",2254,110,9,5700,9999,9999,9999,11.15,1.128,"nominal15","nominal28","nominal33",4,5.5,34,9999,5.5,29,9999,13.5,"nominal34","nominal40",1,"nominal47","nominal52","nominal58","nominal61"
202,"nominal2","nominal8","nominal10",4,"nominal12",2198,100,10,5200,9999,9999,9999,11.55,1.1,"nominal17","nominal23","nominal29",4,9999,9999,9999,9999,9999,9999,16.6,"nominal34","nominal40",2,"nominal47","nominal52","nominal58","nominal61"
202,"nominal2","nominal8","nominal10",4,"nominal12",2198,100,10,5200,9999,9999,9999,11.55,1.1,"nominal17","nominal23","nominal29",4,9999,9999,9999,9999,9999,9999,17.2,"nominal34","nominal40",2,"nominal47","nominal52","nominal58","nominal61"
203,"nominal3","nominal4","nominal10",4,"nominal12",2295,107,10,5500,875,9999,9999,11.12,1.16,"nominal17","nominal23","nominal29",4,7,33.5,9999,7,30,9999,15.4,"nominal34","nominal37",2,"nominal47","nominal52","nominal57","nominal61"
203,"nominal3","nominal4","nominal10",4,"nominal12",2295,107,10,5500,875,9999,9999,11.12,1.16,"nominal17","nominal23","nominal29",4,7,33.5,9999,7,30,9999,15.7,"nominal34","nominal37",2,"nominal47","nominal52","nominal57","nominal61"
204,"nominal2","nominal8","nominal10",4,"nominal12",2295,103,10,5300,9999,9999,9999,11.17,0.973,"nominal17","nominal24","nominal29",4,7,35,9999,7,31,9999,17.8,"nominal34","nominal39",2,"nominal47","nominal52","nominal58","nominal61"
204,"nominal2","nominal8","nominal10",4,"nominal12",2295,103,10,5300,9999,9999,9999,11.17,0.973,"nominal17","nominal24","nominal29",4,7,35,9999,7,31,9999,18,"nominal34","nominal39",2,"nominal47","nominal52","nominal58","nominal61"
205,"nominal1","nominal5","nominal10",4,"nominal12",2198,106,11,5400,9999,9999,9999,11.72,1.1,"nominal17","nominal23","nominal29",4,9999,9999,9999,9999,9999,9999,15.1,"nominal34","nominal40",2,"nominal47","nominal52","nominal58","nominal61"
205,"nominal1","nominal5","nominal10",4,"nominal12",2198,106,11,5400,9999,9999,9999,11.72,1.1,"nominal17","nominal23","nominal29",4,9999,9999,9999,9999,9999,9999,15.3,"nominal34","nominal40",2,"nominal47","nominal52","nominal58","nominal61"
205,"nominal1","nominal5","nominal11",4,"nominal12",1995,74,19,4300,830,9999,9999,12.91,1.71,"nominal18","nominal23","nominal29",4,9999,29,9999,9999,26,9999,22.6,"nominal34","nominal40",1,"nominal48","nominal53","nominal57","missing_value"
205,"nominal1","nominal4","nominal11",4,"nominal12",1995,74,19,4300,800,9999,9999,12.91,1.71,"nominal17","nominal23","nominal29",4,9999,29,8.5,9999,26,8.5,17.8,"nominal34","nominal43",1,"nominal48","nominal53","nominal57","nominal65"
205,"nominal1","nominal4","nominal11",4,"nominal12",1995,74,19,4300,800,9999,9999,12.91,1.71,"nominal17","nominal23","nominal29",4,9999,29,8.5,9999,26,8.5,18,"nominal34","nominal43",1,"nominal48","nominal53","nominal57","nominal65"
205,"nominal1","nominal4","nominal11",4,"nominal12",1997,66,18,4000,9999,9999,9999,12.9,1.35,"nominal16","nominal23","nominal29",2,6,35.6,8.8,6,33.8,9.3,19.7,"nominal34","nominal40",1,"nominal48","nominal53","nominal58","nominal62"
205,"nominal1","nominal4","nominal11",4,"nominal12",1997,66,18,4000,9999,9999,9999,12.9,1.35,"nominal16","nominal23","nominal29",2,6,35.6,8.8,6,33.8,9.3,19.7,"nominal34","nominal40",1,"nominal48","nominal53","nominal58","nominal62"
205,"nominal1","nominal5","nominal10",4,"nominal12",2198,106,11,5400,9999,9999,9999,11.72,1.1,"nominal17","nominal23","nominal29",4,9999,9999,9999,9999,9999,9999,15.7,"nominal34","nominal40",2,"nominal47","nominal52","nominal58","nominal61"
205,"nominal1","nominal5","nominal10",4,"nominal12",2198,106,11,5400,9999,9999,9999,11.72,1.1,"nominal17","nominal23","nominal29",4,9999,9999,9999,9999,9999,9999,15.9,"nominal34","nominal40",2,"nominal47","nominal52","nominal58","nominal61"
205,"nominal1","nominal5","nominal11",4,"nominal12",1995,74,19,4300,830,9999,9999,12.91,1.71,"nominal18","nominal23","nominal29",4,9999,29,9999,9999,26,9999,23.4,"nominal34","nominal40",1,"nominal48","nominal53","nominal57","missing_value"
205,"nominal1","nominal4","nominal11",4,"nominal12",1997,66,18,4000,820,5150,9999,12.9,1.35,"nominal16","nominal23","nominal29",2,6,35.6,8.8,6,33.8,9.3,20.9,"nominal34","nominal40",1,"nominal48","nominal53","nominal57","nominal62"
205,"nominal3","nominal4","nominal11",4,"nominal12",2184,66,23,4000,9999,9999,9999,11.8,1.93,"nominal17","nominal23","nominal29",2,9999,9999,9999,9999,9999,9999,20.9,"nominal34","nominal40",1,"nominal48","nominal54","nominal58","nominal63"
205,"nominal3","nominal4","nominal11",4,"nominal12",2184,66,23,4000,9999,9999,9999,11.8,1.93,"nominal17","nominal23","nominal29",2,9999,9999,9999,9999,9999,9999,20.9,"nominal34","nominal40",1,"nominal48","nominal54","nominal58","nominal63"
206,"nominal1","nominal4","nominal10",4,"nominal12",2157,136,10,7000,790,9999,9999,12,1.43,"nominal18","nominal28","nominal33",4,5.5,35,9999,5.5,30,9999,9.4,"nominal34","nominal40",2,"nominal47","nominal52","nominal58","nominal61"
206,"nominal1","nominal4","nominal10",4,"nominal12",2157,136,10,7000,790,9999,9999,12,1.43,"nominal18","nominal28","nominal33",4,5.5,35,9999,5.5,30,9999,9.6,"nominal34","nominal40",2,"nominal47","nominal52","nominal58","nominal61"
208,"nominal1","nominal5","nominal10",4,"nominal12",1997,177,11,8300,9999,9000,9999,13.09,0.966,"nominal15","nominal28","nominal33",4,5.5,34,9999,5.5,29,9999,7.1,"nominal34","nominal45",2,"nominal47","nominal52","nominal58","nominal61"
209,"nominal2","nominal8","nominal10",4,"nominal12",2295,105,10,5600,750,9999,9999,11.44,0.973,"nominal17","nominal24","nominal29",4,7,35,9999,7,31,9999,17,"nominal34","nominal39",2,"nominal47","nominal52","nominal58","nominal61"
209,"nominal2","nominal8","nominal10",4,"nominal12",2295,105,10,5600,750,9999,9999,11.44,0.973,"nominal17","nominal24","nominal29",4,7,35,9999,7,31,9999,17.3,"nominal34","nominal39",2,"nominal47","nominal52","nominal58","nominal61"
209,"nominal2","nominal8","nominal10",4,"nominal12",2295,105,10,5600,750,9999,9999,11.44,0.973,"nominal17","nominal24","nominal29",4,7,35,9999,7,31,9999,17,"nominal34","nominal39",2,"nominal47","nominal52","nominal58","nominal61"
209,"nominal2","nominal8","nominal10",4,"nominal12",2295,105,10,5600,750,9999,9999,11.44,0.973,"nominal17","nominal24","nominal29",4,7,35,9999,7,31,9999,17.3,"nominal34","nominal39",2,"nominal47","nominal52","nominal58","nominal61"
210,"nominal1","nominal4","nominal11",4,"nominal12",1896,66,20,4000,830,4800,9999,13.92,1.21,"nominal17","nominal23","nominal29",2,8,36,9999,8,31.5,9999,21.1,"nominal34","nominal40",1,"nominal48","nominal53","nominal57","nominal63"
210,"nominal1","nominal4","nominal10",4,"nominal12",1781,110,10,5700,800,6800,9999,14.82,1.67,"nominal17","nominal23","nominal29",5,6,29.6,7.7,6,29.9,9.3,11.4,"nominal34","nominal41",2,"nominal48","nominal52","nominal57","nominal61"
210,"nominal1","nominal4","nominal10",4,"nominal12",1781,110,10,5700,860,6800,9999,14.82,1.67,"nominal17","nominal23","nominal29",5,6,29.6,7.7,6,29.9,9.3,11.8,"nominal34","nominal41",2,"nominal48","nominal52","nominal57","nominal61"
210,"nominal1","nominal6","nominal10",4,"nominal12",1781,110,10,5700,800,6800,9999,14.82,1.67,"nominal17","nominal23","nominal29",5,6,29.6,7.7,6,29.9,9.3,12.5,"nominal34","nominal41",2,"nominal48","nominal52","nominal57","nominal61"
210,"nominal1","nominal4","nominal11",4,"nominal12",1896,66,20,4000,790,5000,9999,13.92,1.21,"nominal17","nominal23","nominal29",2,8,36,9999,8,31.5,9999,19.2,"nominal34","nominal40",1,"nominal48","nominal53","nominal57","nominal63"
210,"nominal1","nominal4","nominal10",4,"nominal12",1781,110,10,5700,750,6800,9999,14.82,1.67,"nominal17","nominal23","nominal29",5,6,29.6,7.7,6,29.9,9.3,12.8,"nominal34","nominal41",2,"nominal48","nominal52","nominal57","nominal61"
210,"nominal1","nominal6","nominal10",4,"nominal12",1781,110,10,5700,750,6800,9999,14.82,1.67,"nominal17","nominal23","nominal29",5,6,29.6,7.7,6,29.9,9.3,13.7,"nominal34","nominal41",2,"nominal48","nominal52","nominal57","nominal61"
210,"nominal1","nominal4","nominal10",4,"nominal12",1781,110,10,5700,750,9999,9999,14.82,1.67,"nominal17","nominal23","nominal29",5,6,29.6,7.7,6,29.9,9.3,13.2,"nominal34","nominal41",2,"nominal48","nominal52","nominal57","nominal61"
210,"nominal1","nominal4","nominal10",4,"nominal12",1781,110,10,5700,800,6800,9999,14.82,1.67,"nominal17","nominal23","nominal29",5,6,29.9,7.7,6,29.9,9.3,10.7,"nominal34","nominal41",2,"nominal48","nominal52","nominal57","nominal61"
210,"nominal1","nominal4","nominal10",4,"nominal12",1781,110,10,5700,800,6800,9999,14.82,1.67,"nominal17","nominal23","nominal29",5,6,29.9,7.7,6,29.9,9.3,10.9,"nominal34","nominal41",2,"nominal48","nominal52","nominal57","nominal61"
210,"nominal1","nominal6","nominal10",4,"nominal12",1781,110,10,5700,800,6800,9999,14.82,1.67,"nominal17","nominal23","nominal29",5,6,29.9,7.7,6,29.9,9.3,11.7,"nominal34","nominal41",2,"nominal48","nominal52","nominal57","nominal61"
210,"nominal1","nominal4","nominal11",4,"nominal12",1896,66,20,3750,900,5000,9999,13.92,1.21,"nominal17","nominal23","nominal29",2,8,36,9999,8,31.5,9999,18,"nominal34","nominal40",1,"nominal48","nominal53","nominal57","nominal66"
210,"nominal1","nominal4","nominal11",4,"nominal12",1896,66,20,3750,900,5000,9999,13.92,1.21,"nominal17","nominal23","nominal29",2,8,36,9999,8,31.5,9999,18.2,"nominal34","nominal40",1,"nominal48","nominal53","nominal57","nominal66"
210,"nominal1","nominal4","nominal11",4,"nominal12",1896,66,20,4000,860,9999,9999,13.92,1.21,"nominal17","nominal23","nominal29",2,8,36,9999,8,31.5,9999,18.7,"nominal34","nominal40",1,"nominal48","nominal53","nominal57","nominal66"
210,"nominal1","nominal4","nominal11",4,"nominal12",1896,66,20,4000,9999,9999,9999,13.92,1.21,"nominal17","missing_value","missing_value",2,8,36,9999,8,31.5,9999,17,"nominal34","nominal40",1,"nominal48","nominal53","nominal57","nominal66"
210,"nominal1","nominal4","nominal11",4,"nominal12",1896,66,20,4000,860,9999,9999,13.92,1.21,"nominal17","nominal23","nominal29",2,8,36,9999,8,31.5,9999,18.9,"nominal34","nominal40",1,"nominal48","nominal53","nominal57","nominal66"
210,"nominal1","nominal4","nominal10",4,"nominal12",1781,110,10,5700,820,6800,9999,14.82,1.67,"nominal17","nominal23","nominal29",5,6,27,7.7,6,30,9.3,11.7,"nominal34","nominal41",2,"nominal48","nominal52","nominal57","nominal61"
210,"nominal1","nominal4","nominal10",4,"nominal12",1781,110,10,5700,820,6800,9999,14.82,1.67,"nominal17","nominal23","nominal29",5,6,27,7.7,6,30,9.3,12,"nominal34","nominal41",2,"nominal48","nominal52","nominal57","nominal61"
210,"nominal1","nominal4","nominal11",4,"nominal12",1896,66,20,4000,850,5000,9999,9999,1.21,"nominal17","nominal23","nominal29",2,8,36,9999,8,31.5,9999,19.5,"nominal34","nominal40",1,"nominal48","nominal53","nominal57","nominal66"
210,"nominal1","nominal4","nominal11",4,"nominal12",1896,66,20,3750,860,5000,9999,13.92,1.21,"nominal17","nominal23","nominal29",2,8,36,9999,8,31.5,9999,18.6,"nominal34","nominal40",1,"nominal48","nominal53","nominal57","nominal66"
210,"nominal1","nominal4","nominal11",4,"nominal12",1896,66,20,3750,860,5000,9999,13.92,1.21,"nominal17","nominal23","nominal29",2,8,36,9999,8,31.5,9999,19.3,"nominal34","nominal40",1,"nominal48","nominal53","nominal57","nominal66"
210,"nominal1","nominal4","nominal11",4,"nominal12",1896,66,20,3750,860,5000,9999,13.92,1.21,"nominal17","nominal23","nominal29",2,8,36,9999,8,31.5,9999,19.7,"nominal34","nominal40",1,"nominal48","nominal53","nominal57","nominal66"
210,"nominal1","nominal6","nominal11",4,"nominal12",1896,66,20,3750,860,5000,9999,13.92,1.21,"nominal17","nominal23","nominal29",2,8,36,9999,8,31.5,9999,20.7,"nominal34","nominal40",1,"nominal48","nominal53","nominal57","nominal66"
210,"nominal1","nominal4","nominal10",4,"nominal12",1781,110,10,5700,825,9999,9999,14.82,1.67,"nominal17","nominal23","nominal29",5,6,27,7.7,6,30,9.3,11.9,"nominal34","nominal41",2,"nominal48","nominal52","nominal57","nominal61"
210,"nominal1","nominal4","nominal10",4,"nominal12",1781,110,10,5700,825,9999,9999,14.82,1.67,"nominal17","nominal23","nominal29",5,6,27,7.7,6,30,9.3,12.5,"nominal34","nominal41",2,"nominal48","nominal52","nominal57","nominal61"
210,"nominal1","nominal4","nominal11",4,"nominal12",1896,66,20,4000,860,5000,9999,13.92,1.21,"nominal17","nominal23","nominal29",2,8,36,9999,8,31.5,9999,19.8,"nominal34","nominal40",1,"nominal48","nominal53","nominal57","nominal66"
210,"nominal1","nominal4","nominal11",4,"nominal12",1896,66,20,4000,820,5000,9999,13.92,1.21,"nominal17","nominal23","nominal29",2,8,36,9999,8,31.5,9999,20,"nominal34","nominal40",1,"nominal48","nominal53","nominal57","nominal66"
210,"nominal1","nominal4","nominal10",4,"nominal12",1781,110,10,5700,800,6800,9999,14.82,1.67,"nominal17","nominal23","nominal29",5,6,29.6,7.7,6,29.9,9.3,11.8,"nominal34","nominal41",2,"nominal48","nominal52","nominal57","nominal61"
210,"nominal1","nominal4","nominal10",4,"nominal12",1781,110,10,5700,860,6800,9999,14.82,1.67,"nominal17","nominal23","nominal29",5,6,29.6,7.7,6,29.9,9.3,12.2,"nominal34","nominal41",2,"nominal48","nominal52","nominal57","nominal61"
210,"nominal1","nominal6","nominal10",4,"nominal12",1781,110,10,5700,800,6800,9999,14.82,1.67,"nominal17","nominal23","nominal29",5,6,29.6,7.7,6,29.9,9.3,12.8,"nominal34","nominal41",2,"nominal48","nominal52","nominal57","nominal61"
210,"nominal1","nominal4","nominal11",4,"nominal12",1896,66,20,4000,790,5000,9999,13.92,1.21,"nominal17","nominal23","nominal29",2,8,36,9999,8,31.5,9999,19.8,"nominal34","nominal40",1,"nominal48","nominal53","nominal57","nominal63"
210,"nominal1","nominal4","nominal10",4,"nominal12",1781,110,10,5700,750,6800,9999,14.82,1.67,"nominal17","nominal23","nominal29",5,6,29.6,7.7,6,29.9,9.3,13.3,"nominal34","nominal41",2,"nominal48","nominal52","nominal57","nominal61"
210,"nominal1","nominal6","nominal10",4,"nominal12",1781,110,10,5700,750,6800,9999,14.82,1.67,"nominal17","nominal23","nominal29",5,6,29.6,7.7,6,29.9,9.3,14.2,"nominal34","nominal41",2,"nominal48","nominal52","nominal57","nominal61"
210,"nominal1","nominal4","nominal10",4,"nominal12",1781,110,10,5700,750,9999,9999,14.82,1.67,"nominal17","nominal23","nominal29",5,6,29.6,7.7,6,29.9,9.3,13.7,"nominal34","nominal41",2,"nominal48","nominal52","nominal57","nominal61"
210,"nominal1","nominal4","nominal10",4,"nominal12",1781,110,10,5700,825,9999,9999,14.82,1.67,"nominal17","nominal23","nominal29",5,6,27,7.7,6,30,9.3,12.2,"nominal34","nominal41",2,"nominal48","nominal52","nominal57","nominal61"
210,"nominal1","nominal4","nominal10",4,"nominal12",1781,110,10,5700,825,9999,9999,14.82,1.67,"nominal17","nominal23","nominal29",5,6,27,7.7,6,30,9.3,12.7,"nominal34","nominal41",2,"nominal48","nominal52","nominal57","nominal61"
210,"nominal1","nominal4","nominal11",4,"nominal12",1896,66,20,4000,860,5000,9999,13.92,1.21,"nominal17","nominal23","nominal29",2,8,36,9999,8,31.5,9999,20.5,"nominal34","nominal40",1,"nominal48","nominal53","nominal57","nominal66"
210,"nominal1","nominal4","nominal11",4,"nominal12",1896,66,20,4000,820,5000,9999,13.92,1.21,"nominal17","nominal23","nominal29",2,8,36,9999,8,31.5,9999,20.7,"nominal34","nominal40",1,"nominal48","nominal53","nominal57","nominal66"
210,"nominal1","nominal4","nominal11",4,"nominal12",1896,66,20,3750,860,5000,9999,13.92,1.21,"nominal17","nominal23","nominal29",2,8,36,9999,8,31.5,9999,19.9,"nominal34","nominal40",1,"nominal48","nominal53","nominal57","nominal66"
210,"nominal1","nominal6","nominal11",4,"nominal12",1896,66,20,3750,860,5000,9999,13.92,1.21,"nominal17","nominal23","nominal29",2,8,36,9999,8,31.5,9999,21.3,"nominal34","nominal40",1,"nominal48","nominal53","nominal57","nominal66"
210,"nominal1","nominal4","nominal11",4,"nominal12",1896,66,20,3750,860,5000,9999,13.92,1.21,"nominal17","missing_value","missing_value",2,8,36,9999,8,31.5,9999,17.7,"nominal34","nominal40",1,"nominal48","nominal53","nominal57","nominal66"
210,"nominal3","nominal4","nominal10",4,"nominal12",1781,110,10,5500,820,9999,9999,14.82,1.67,"nominal17","nominal23","nominal29",5,6,27,7.7,6,30,9.3,15,"nominal34","nominal41",2,"nominal48","nominal52","nominal57","nominal61"
210,"nominal3","nominal4","nominal10",4,"nominal12",1781,110,10,5500,820,9999,9999,14.82,1.67,"nominal17","nominal23","nominal29",5,6,27,7.7,6,30,9.3,15.3,"nominal34","nominal41",2,"nominal48","nominal52","nominal57","nominal61"
210,"nominal3","nominal4","nominal11",4,"nominal12",1896,66,20,4000,860,9999,9999,13.92,1.21,"nominal17","nominal23","nominal29",2,8,36,9999,8,31.5,9999,25.1,"nominal34","nominal40",1,"nominal48","nominal53","nominal57","nominal66"
210,"nominal3","nominal4","nominal11",4,"nominal12",1896,66,20,4000,860,5000,9999,13.92,1.21,"nominal17","nominal23","nominal29",2,8,36,9999,8,31.5,9999,25.1,"nominal34","nominal40",1,"nominal48","nominal53","nominal57","nominal66"
