"fuel.consumption.country","Attribute1","Attribute2","Attribute3","Attribute4","Attribute5","Attribute6","Attribute7","Attribute8","Attribute9","Attribute10","Attribute11","Attribute12","Attribute13","Attribute14","Attribute15","Attribute16","Attribute17","Attribute18","Attribute19","Attribute20","Attribute21","Attribute22","Attribute23","Attribute24","Attribute25","Attribute26","Attribute27","Attribute28","Attribute29","Attribute30","Attribute31","Attribute32","Attribute33","Attribute34","Attribute35","Attribute36","Attribute37"
6.7,"nominal1","nominal7","nominal9",4,"nominal12",1998,84,10,5400,770,9999,9999,10.57,9999,9999,10.9,1115,570,13.3,"nominal15","nominal21",1,"nominal28","nominal33","nominal39","nominal42",4129,1696,1419,2575,191,168,0.637,39.1,2.712,"nominal50","nominal54"
6.7,"nominal1","nominal7","nominal9",4,"nominal12",1998,84,10,5400,820,9999,9999,10.57,9999,9999,11.6,1290,640,15.4,"nominal15","nominal21",1,"nominal28","nominal33","nominal39","nominal42",4508,1752,1442,2670,190,168,0.621,30.4,3.818,"nominal50","nominal54"
6.7,"nominal1","nominal7","nominal9",4,"nominal12",1731,85,11,5500,750,6800,6500,11.98,9999,9999,11,1270,480,14.9,"nominal15","nominal21",2,"nominal28","nominal33","nominal39","nominal42",4483,1717,1411,2550,195,165,9999,37,2.941,"nominal50","nominal54"
6.7,"nominal1","nominal7","nominal9",5,"nominal12",2446,129,10,6100,9999,9999,9999,11.82,9999,9999,8.9,1450,570,11.2,"nominal15","nominal21",2,"nominal28","nominal33","nominal38","nominal42",4687,1826,1462,2700,212,230,9999,35.1,3.3,"nominal50","nominal54"
6.7,"nominal1","nominal7","nominal9",4,"nominal12",1795,86,11,5500,9999,9999,9999,11.2,9999,9999,10.3,1180,460,13.7,"nominal15","nominal21",2,"nominal28","nominal33","nominal39","nominal42",4517,1696,1394,2620,185,160,9999,61.3,1.794,"nominal50","nominal54"
6.7,"nominal1","nominal7","nominal9",6,"nominal13",1997,110,11,6500,9999,9999,9999,11.64,9999,9999,9.5,1265,455,11.5,"nominal15","nominal21",4,"nominal28","nominal33","nominal39","nominal42",4517,1696,1394,2620,203,185,9999,40.5,2.665,"nominal52","nominal54"
6.7,"nominal1","nominal7","nominal9",4,"nominal12",1795,86,11,5500,9999,9999,9999,11.2,9999,9999,10.3,1180,460,13.7,"nominal15","nominal21",2,"nominal28","nominal33","nominal39","nominal42",4517,1696,1394,2620,185,160,9999,61.3,1.794,"nominal50","nominal54"
6.7,"nominal1","nominal7","nominal9",6,"nominal13",1997,110,11,6500,9999,9999,9999,11.64,9999,9999,9.5,1265,455,11.5,"nominal15","nominal21",4,"nominal28","nominal33","nominal39","nominal42",4517,1696,1394,2620,203,185,9999,40.5,2.665,"nominal52","nominal54"
6.7,"nominal1","nominal7","nominal9",4,"nominal12",1489,65,9,5500,750,9999,9999,11.14,9999,9999,9999,1110,455,17.1,"nominal15","nominal22",2,"nominal28","nominal33","nominal38","nominal42",4040,1695,1405,2505,161,132,9999,38.3,2.842,"nominal50","nominal54"
6.7,"nominal1","nominal7","nominal9",4,"nominal12",1840,84,10,6000,750,9999,9999,11,9999,9999,9.8,1190,435,14.2,"nominal15","nominal21",2,"nominal28","nominal33","nominal38","nominal42",4200,1705,1410,2610,194,161,0.592,34.5,3.157,"nominal52","nominal54"
6.7,"nominal1","nominal7","nominal9",4,"nominal12",1597,66,10,6000,800,9999,9999,10.62,9999,9999,13.1,1105,520,16.7,"nominal15","nominal18",2,"nominal28","nominal33","nominal38","nominal42",4340,1700,1395,2535,167,135,9999,38.4,2.838,"nominal52","nominal54"
6.7,"nominal1","nominal7","nominal9",4,"nominal12",1600,85,10,6100,9999,9999,9999,11.23,9999,9999,12.9,1197,488,14.1,"nominal15","nominal21",2,"nominal28","nominal33","nominal39","nominal42",4448,1702,1393,2550,177,143,0.693,39.1,2.726,"nominal50","nominal54"
6.7,"nominal1","nominal7","nominal9",4,"nominal12",1324,47,10,5200,9999,9999,9999,9.68,9999,9999,15.9,793,467,16.9,"nominal15","nominal21",1,"nominal28","nominal33","nominal39","nominal42",3565,1605,1460,2295,145,102,9999,30.8,3.227,"nominal50","nominal54"
6.7,"nominal1","nominal7","nominal9",4,"nominal12",1324,47,10,5200,9999,9999,9999,9.68,9999,9999,15.9,848,422,18,"nominal15","nominal21",1,"nominal28","nominal33","nominal39","nominal42",3615,1605,1455,2345,145,102,9999,30.8,3.227,"nominal50","nominal54"
6.7,"nominal1","nominal7","nominal9",4,"nominal12",1781,110,10,5700,750,6800,9999,14.82,9999,6.7,9.8,1460,580,13.3,"nominal15","nominal22",2,"nominal29","nominal33","nominal38","nominal42",4796,1810,1479,2760,215,210,0.679,37.3,3.11,"nominal50","nominal54"
6.7,"nominal1","nominal7","nominal9",4,"nominal12",1988,96,10,5600,830,6675,9999,11.25,9999,9999,12.1,1335,665,13.9,"nominal15","nominal21",2,"nominal28","nominal33","nominal38","nominal42",4671,1751,1480,2704,186,178,0.697,41.4,2.75,"nominal52","nominal56"
6.7,"nominal1","nominal7","nominal9",4,"nominal12",1595,74,10,5600,800,6500,9999,11.42,9999,8.9,13.3,1152,460,15.6,"nominal15","nominal21",1,"nominal28","nominal33","nominal39","nominal42",4137,1640,1459,2444,183,145,0.706,32.2,3.286,"nominal52","nominal54"
6.7,"nominal1","nominal7","nominal9",4,"nominal12",1762,81,10,5500,850,6400,9999,11.05,9999,9999,15.4,1330,575,16.4,"nominal15","nominal21",2,"nominal28","nominal33","nominal39","nominal42",4740,1760,1502,2700,184,155,0.666,51.4,2.257,"nominal50","nominal54"
6.7,"nominal1","nominal7","nominal9",4,"nominal12",1731,85,11,5500,9999,9999,9999,11.98,9999,9999,11,1300,470,15.3,"nominal15","nominal21",2,"nominal28","nominal33","nominal39","nominal42",4483,1717,1413,2550,195,165,9999,37,2.941,"nominal50","nominal54"
6.7,"nominal1","nominal7","nominal9",5,"nominal12",2446,129,10,6100,9999,9999,9999,11.82,9999,9999,8.9,1520,580,11.8,"nominal15","nominal21",2,"nominal28","nominal33","nominal38","nominal42",4687,1826,1464,2700,212,230,9999,35.1,3.3,"nominal50","nominal54"
6.7,"nominal1","nominal7","nominal9",4,"nominal12",1997,100,10,6000,9999,9999,9999,11.2,9999,9999,10,1310,595,13.1,"nominal15","nominal21",1,"nominal28","nominal33","nominal38","nominal42",4680,1740,1495,2635,200,178,9999,36.9,3.52,"nominal50","nominal54"
6.7,"nominal1","nominal7","nominal9",4,"nominal12",1991,85,10,6000,700,9999,9999,10.73,9999,9999,10.6,1275,565,15,"nominal15","nominal21",2,"nominal28","nominal33","nominal38","nominal42",4675,1710,1515,2670,192,170,0.772,39,2.97,"nominal52","nominal54"
6.7,"nominal1","nominal7","nominal9",4,"nominal12",1991,100,10,5800,9999,9999,9999,11.23,9999,9999,10.5,1280,560,12.8,"nominal15","nominal21",2,"nominal28","nominal33","nominal38","nominal42",4675,1710,1515,2670,202,178,0.772,36.4,3.99,"nominal52","nominal54"
6.7,"nominal1","nominal7","nominal9",4,"nominal12",1998,103,10,5800,750,9999,9999,11.38,9999,9999,12,1375,475,13.3,"nominal15","nominal18",2,"nominal28","nominal33","nominal38","nominal42",4579,1715,1450,2600,195,181,0.588,63.2,1.796,"nominal52","nominal54"
6.7,"nominal1","nominal7","nominal9",4,"nominal12",1998,103,10,5800,750,9999,9999,11.38,9999,9999,12,1375,475,13.3,"nominal15","nominal18",2,"nominal28","nominal33","nominal38","nominal42",4579,1715,1450,2600,195,181,0.588,62.8,1.796,"nominal52","nominal54"
6.7,"nominal1","nominal7","nominal9",4,"nominal12",1762,81,10,5600,600,9999,9999,11.05,9999,9999,11.2,1240,520,15.3,"nominal15","nominal23",2,"nominal28","nominal33","nominal39","nominal42",4570,1710,1500,2630,190,155,0.589,35.1,3.212,"nominal53","nominal54"
6.7,"nominal1","nominal7","nominal9",4,"nominal12",1998,98,10,5400,9999,9999,9999,11.57,9999,9999,9,1247,613,12.7,"nominal15","nominal21",2,"nominal28","nominal33","nominal39","nominal42",4550,1720,1430,2570,185,184,9999,43.3,2.517,"nominal52","nominal54"
6.7,"nominal1","nominal7","nominal9",4,"nominal12",1600,85,10,6100,9999,9999,9999,11.23,9999,9999,12.9,1238,477,14.6,"nominal15","nominal21",2,"nominal28","nominal33","nominal39","nominal42",4459,1702,1457,2550,177,143,0.744,39.1,2.726,"nominal50","nominal54"
6.7,"nominal1","nominal8","nominal11",4,"nominal12",1905,66,22,4000,800,4500,9999,12.93,9999,9999,15.1,1565,795,23.7,"nominal15","nominal21",1,"nominal29","nominal35","nominal39","nominal44",4454,1834,1714,2824,160,196,0.942,38.9,3.42,"nominal51","nominal57"
6.7,"nominal1","nominal8","nominal11",4,"nominal12",2088,80,22,4300,675,5150,9999,15.05,9999,9999,14.1,1615,770,20.2,"nominal17","nominal21",1,"nominal29","nominal35","nominal39","nominal44",4454,1834,1714,2824,175,250,0.942,40.7,2.911,"nominal51","nominal57"
6.7,"nominal1","nominal8","nominal11",4,"nominal12",2088,80,22,4300,675,5150,9999,15.05,9999,9999,14.1,1615,770,20.2,"nominal17","nominal21",1,"nominal29","nominal35","nominal39","nominal44",4454,1834,1714,2824,175,250,0.942,40.7,2.911,"nominal51","nominal57"
6.7,"nominal1","nominal8","nominal11",4,"nominal12",2088,80,22,4300,675,5150,9999,15.05,9999,9999,14.1,1615,770,20.2,"nominal17","nominal21",1,"nominal29","nominal35","nominal39","nominal44",4454,1834,1714,2824,175,250,0.942,40.7,2.911,"nominal51","nominal57"
6.7,"nominal1","nominal8","nominal11",4,"nominal12",2088,80,22,4300,675,5150,9999,15.05,9999,9999,14.1,1615,770,20.2,"nominal17","nominal21",1,"nominal29","nominal35","nominal39","nominal44",4454,1834,1714,2824,175,250,0.942,40.7,2.911,"nominal51","nominal57"
6.7,"nominal3","nominal8","nominal10",4,"nominal12",1994,72,20,4200,9999,4500,9999,13.23,9999,9999,15.2,1525,525,21.2,"nominal15","nominal21",1,"nominal29","nominal34","nominal38","nominal44",4382,1805,1757,2555,155,210,1.01,52.9,2.386,"nominal51","nominal57"
6.8,"nominal2","nominal7","nominal9",6,"nominal12",1991,110,11,5900,720,9999,6500,11.99,9999,9999,9.9,1365,500,12.4,"nominal15","nominal24",2,"nominal28","nominal33","nominal38","nominal42",4488,1757,1369,2725,221,190,0.594,33.5,3.5,"nominal50","nominal56"
6.8,"nominal2","nominal7","nominal9",6,"nominal12",1991,110,11,5900,720,9999,6500,11.99,9999,6.7,9.9,1365,500,12.4,"nominal15","nominal24",2,"nominal28","nominal33","nominal38","nominal42",4471,1739,1415,2725,219,190,0.597,33.7,3.5,"nominal50","nominal56"
6.8,"nominal2","nominal8","nominal9",6,"nominal12",2926,135,18,4000,9999,9999,9999,17.61,9999,9999,9.2,1830,535,13.6,"nominal15","nominal18",2,"nominal29","nominal34","nominal38","nominal43",4984,1862,1435,2930,220,410,0.663,50.9,2.464,"nominal51","nominal57"
6.8,"nominal1","nominal7","nominal9",4,"nominal12",1998,100,11,5600,850,9999,9999,11.82,9999,9999,11,1357,533,13.6,"nominal15","nominal21",2,"nominal28","nominal33","nominal39","nominal42",4495,1707,1425,2637,212,188,0.557,40.1,2.8,"nominal52","nominal56"
6.8,"nominal1","nominal7","nominal9",4,"nominal12",1595,74,10,5600,800,9999,9999,11.42,9999,9999,13.5,1213,517,16.4,"nominal15","nominal21",1,"nominal28","nominal33","nominal39","nominal42",4439,1742,1436,2513,184,145,0.654,31.2,3.737,"nominal50","nominal54"
6.8,"nominal1","nominal7","nominal9",4,"nominal12",1595,74,10,5600,800,9999,9999,11.42,9999,9999,13.8,1250,545,16.9,"nominal15","nominal21",1,"nominal28","nominal33","nominal39","nominal42",4511,1731,1429,2512,182,145,0.656,32.1,3.617,"nominal50","nominal54"
6.8,"nominal1","nominal7","nominal9",4,"nominal12",1781,110,10,5700,820,6800,9999,14.82,9999,9999,10,1315,545,12,"nominal15","nominal22",2,"nominal29","nominal33","nominal38","nominal42",4511,1731,1429,2512,213,210,0.656,34.1,3.364,"nominal50","nominal54"
6.8,"nominal1","nominal7","nominal9",4,"nominal12",1984,85,10,5400,800,6500,9999,10.51,9999,8.5,12.3,1235,385,14.5,"nominal15","nominal21",1,"nominal28","nominal33","nominal38","nominal42",4081,1695,1425,2471,189,166,0.651,34.6,3.64,"nominal50","nominal54"
6.8,"nominal1","nominal7","nominal9",4,"nominal12",1985,96,10,6100,900,6600,9999,11.21,9999,9999,11,1300,490,13.5,"nominal15","nominal18",2,"nominal28","nominal33","nominal39","nominal42",4629,1711,1428,2605,200,177,9999,38.4,2.937,"nominal50","nominal54"
6.8,"nominal1","nominal7","nominal9",4,"nominal12",1985,96,10,6100,900,6600,9999,11.21,9999,9999,11,1300,490,13.5,"nominal15","nominal18",2,"nominal28","nominal33","nominal39","nominal42",4629,1711,1428,2605,200,177,9999,38.4,2.937,"nominal50","nominal54"
6.8,"nominal1","nominal7","nominal9",4,"nominal12",1948,118,9,5100,750,6800,6500,14.84,9999,9999,8.5,1300,490,11,"nominal15","nominal21",2,"nominal29","nominal33","nominal39","nominal42",4483,1717,1411,2550,215,230,9999,38.9,2.8,"nominal50","nominal54"
6.8,"nominal1","nominal7","nominal9",4,"nominal12",1948,103,11,6000,750,6800,6500,11.81,9999,9999,9.7,1275,475,12.4,"nominal15","nominal21",2,"nominal28","nominal33","nominal39","nominal42",4483,1717,1411,2550,205,183,9999,35.2,3.93,"nominal50","nominal54"
6.8,"nominal1","nominal7","nominal9",5,"nominal12",2435,125,10,5700,850,9999,9999,11.87,9999,9999,9,1485,535,11.9,"nominal15","nominal21",2,"nominal28","nominal33","nominal38","nominal42",4822,1832,1434,2791,220,230,9999,39.8,2.975,"nominal50","nominal54"
6.8,"nominal1","nominal7","nominal9",4,"nominal12",1597,66,10,5500,800,9999,9999,10.78,9999,9999,12.3,995,475,15.1,"nominal15","nominal21",1,"nominal28","nominal33","nominal38","nominal42",3880,1680,1365,2415,180,137,9999,36.7,2.878,"nominal52","nominal54"
6.8,"nominal1","nominal7","nominal9",4,"nominal12",2351,110,12,5500,9999,9999,9999,12.03,9999,9999,11.1,1340,570,12.2,"nominal15","nominal21",2,"nominal28","nominal34","nominal38","nominal48",4630,1740,1415,2635,205,225,9999,39.2,2.878,"nominal52","nominal54"
6.8,"nominal1","nominal7","nominal9",4,"nominal12",1498,65,9,5500,700,9999,9999,11.07,9999,9999,14.5,1160,440,17.8,"nominal15","nominal22",2,"nominal28","nominal33","nominal38","nominal42",4315,1705,1410,2610,164,132,9999,38.3,2.847,"nominal50","nominal54"
6.8,"nominal1","nominal7","nominal9",4,"nominal12",1498,65,9,5500,700,9999,9999,11.07,9999,9999,14.5,1170,440,18,"nominal15","nominal22",2,"nominal28","nominal33","nominal38","nominal42",4200,1705,1410,2610,164,132,0.592,38.3,2.847,"nominal50","nominal54"
6.8,"nominal1","nominal7","nominal9",4,"nominal12",1991,85,10,6000,700,9999,9999,10.73,9999,9999,12,1210,505,14.2,"nominal15","nominal21",2,"nominal28","nominal33","nominal38","nominal42",4590,1710,1430,2610,185,170,0.658,42.4,2.676,"nominal52","nominal54"
6.8,"nominal1","nominal7","nominal9",4,"nominal12",1991,85,10,6000,700,9999,9999,10.73,9999,9999,12,1225,505,14.4,"nominal15","nominal21",2,"nominal28","nominal33","nominal38","nominal42",4590,1710,1430,2610,185,170,0.658,42.4,2.676,"nominal52","nominal54"
6.8,"nominal3","nominal7","nominal9",4,"nominal14",1597,70,10,5200,700,9999,9999,11.25,9999,9999,12.3,1150,490,16.4,"nominal15","nominal21",2,"nominal28","nominal33","nominal38","nominal42",4350,1690,1415,2520,175,143,0.683,34.2,3.218,"nominal50","nominal54"
6.8,"nominal3","nominal7","nominal9",4,"nominal14",1597,70,10,5200,700,9999,9999,11.25,9999,9999,12.9,1190,500,17,"nominal15","nominal21",2,"nominal28","nominal33","nominal38","nominal42",4350,1690,1420,2520,171,143,0.704,34.2,3.218,"nominal50","nominal54"
6.8,"nominal1","nominal7","nominal9",4,"nominal12",1762,81,10,5600,600,9999,9999,11.05,9999,9999,12.2,1235,525,15.2,"nominal15","nominal23",2,"nominal28","nominal33","nominal39","nominal42",4490,1710,1425,2630,185,155,0.532,38.8,2.96,"nominal53","nominal54"
6.8,"nominal1","nominal7","nominal9",4,"nominal12",1762,81,10,5600,600,9999,9999,11.05,9999,9999,12.2,1255,505,15.5,"nominal15","nominal23",2,"nominal28","nominal33","nominal39","nominal42",4490,1710,1425,2630,185,155,0.532,38.8,2.96,"nominal53","nominal54"
6.8,"nominal1","nominal7","nominal9",4,"nominal12",1998,98,10,5400,9999,9999,9999,11.57,9999,9999,11,1225,495,12.5,"nominal15","nominal21",2,"nominal28","nominal33","nominal39","nominal42",4495,1700,1430,2570,190,184,9999,28.4,3.832,"nominal52","nominal54"
6.8,"nominal1","nominal7","nominal9",4,"nominal12",1498,59,9,5500,9999,6000,9999,10.07,9999,9999,12.8,1055,535,17.9,"nominal15","nominal21",1,"nominal28","nominal33","nominal38","nominal42",4360,1692,1390,2500,170,120,9999,34.3,3.75,"nominal50","nominal54"
6.8,"nominal1","nominal7","nominal9",4,"nominal12",1498,59,9,5500,9999,6000,9999,10.07,9999,9999,12.8,1055,535,17.9,"nominal15","nominal21",1,"nominal28","nominal33","nominal38","nominal42",4253,1692,1390,2500,170,120,9999,34.3,3.75,"nominal50","nominal54"
6.8,"nominal1","nominal7","nominal9",4,"nominal12",1498,65,9,5000,9999,6000,9999,11.32,9999,9999,15.4,1173,417,18,"nominal15","nominal21",2,"nominal28","nominal33","nominal38","nominal42",4427,1711,1415,2560,175,135,9999,41.7,2.615,"nominal50","nominal54"
6.8,"nominal1","nominal7","nominal9",4,"nominal12",1498,65,9,5000,9999,6000,9999,11.32,9999,9999,15.4,1135,465,17.5,"nominal15","nominal21",2,"nominal28","nominal33","nominal38","nominal42",4427,1711,1413,2560,175,135,9999,41.7,2.615,"nominal50","nominal54"
6.8,"nominal1","nominal7","nominal9",4,"nominal12",1834,99,10,6500,9999,9999,9999,11.1,9999,9999,9,1075,435,10.9,"nominal15","nominal21",2,"nominal28","nominal33","nominal38","nominal42",4220,1690,1365,2440,203,162,9999,37.9,2.797,"nominal52","nominal54"
6.8,"nominal1","nominal7","nominal9",4,"nominal12",1762,81,10,5500,850,6400,9999,11.05,9999,9999,12.6,1310,575,16.2,"nominal15","nominal21",2,"nominal28","nominal33","nominal39","nominal42",4740,1760,1502,2700,189,155,0.666,39.5,2.941,"nominal50","nominal54"
6.8,"nominal1","nominal7","nominal9",4,"nominal12",1948,118,9,5100,750,6800,6500,14.84,9999,9999,8.5,1320,490,11.2,"nominal15","nominal21",2,"nominal29","nominal33","nominal39","nominal42",4483,1717,1413,2550,215,230,9999,38.2,2.849,"nominal50","nominal54"
6.8,"nominal1","nominal7","nominal9",4,"nominal12",1948,103,11,6000,9999,9999,9999,11.81,9999,9999,9.7,1300,470,12.6,"nominal15","nominal21",2,"nominal28","nominal33","nominal39","nominal42",4483,1717,1413,2550,205,183,9999,35.2,3.93,"nominal50","nominal54"
6.8,"nominal1","nominal7","nominal9",4,"nominal12",1969,114,10,6400,850,9999,9999,11.93,9999,9999,8.8,1300,515,11.4,"nominal15","nominal21",2,"nominal28","nominal33","nominal38","nominal42",4430,1745,1420,2595,216,187,0.639,34.7,3.371,"nominal52","nominal54"
6.8,"nominal1","nominal7","nominal9",4,"nominal12",1969,114,10,6400,850,9999,9999,11.93,9999,9999,8.8,1300,515,11.4,"nominal15","nominal21",2,"nominal28","nominal33","nominal38","nominal42",4430,1745,1420,2595,216,187,0.639,34.3,3.371,"nominal52","nominal54"
6.8,"nominal1","nominal7","nominal9",4,"nominal12",1597,83,10,6000,800,9999,9999,10.78,9999,9999,12.4,1060,540,12.8,"nominal15","nominal21",1,"nominal28","nominal33","nominal38","nominal42",4275,1690,1470,2500,175,137,9999,38.5,2.7,"nominal52","nominal54"
6.8,"nominal1","nominal7","nominal9",4,"nominal12",1998,94,10,5400,700,9999,9999,11.2,9999,9999,9.5,1280,520,13.6,"nominal15","nominal21",2,"nominal28","nominal33","nominal39","nominal42",4570,1710,1500,2630,200,178,0.589,34.8,3.234,"nominal50","nominal54"
6.8,"nominal1","nominal7","nominal9",4,"nominal12",1324,47,10,5200,9999,9999,9999,9.68,9999,9999,15.9,873,467,18.6,"nominal15","nominal21",1,"nominal28","nominal33","nominal39","nominal42",3940,1605,1460,2345,145,102,9999,30.8,3.227,"nominal50","nominal54"
6.8,"nominal1","nominal8","nominal11",4,"nominal12",2151,75,19,3800,750,4750,4800,14.61,9999,9999,18.2,2030,670,27.1,"nominal15","nominal19",2,"nominal29","nominal34","nominal38","nominal43",4660,1880,1844,3000,155,250,1081,41.9,2.863,"nominal50","nominal57"
6.8,"nominal1","nominal8","nominal11",4,"nominal12",2151,90,19,3800,750,4750,4800,17.53,7.9,12.2,14.9,2030,670,22.6,"nominal15","nominal19",2,"nominal29","nominal34","nominal38","nominal43",4660,1880,1844,3000,164,300,1081,41.9,2.863,"nominal50","nominal57"
6.8,"nominal1","nominal7","nominal11",4,"nominal12",1598,74,11,6000,780,9999,9999,11.8,9999,9999,13.5,1310,640,17.7,"nominal15","nominal21",2,"nominal28","nominal33","nominal39","nominal42",4317,1742,1634,2694,176,150,0.78,31.1,3.729,"nominal52","nominal54"
6.8,"nominal1","nominal7","nominal11",4,"nominal12",1796,85,11,5400,810,9999,9999,11.89,9999,9999,12,1320,640,15.5,"nominal15","nominal21",2,"nominal28","nominal33","nominal38","nominal42",4317,1742,1634,2694,184,170,0.78,31.1,3.729,"nominal52","nominal54"
6.8,"nominal1","nominal8","nominal11",5,"nominal12",2461,75,21,3500,780,9999,9999,12.77,9999,11.9,18.1,1810,890,24.1,"nominal15","nominal21",1,"nominal29","nominal34","nominal38","nominal44",4789,1840,1940,2920,157,250,1094,41.6,2.847,"nominal51","nominal57"
6.8,"nominal1","nominal8","nominal11",5,"nominal12",2461,75,21,3500,780,9999,9999,12.77,9999,11.9,18.1,1850,850,24.7,"nominal15","nominal21",1,"nominal29","nominal34","nominal38","nominal44",5189,1840,1940,3320,157,250,1094,41.6,2.847,"nominal51","nominal57"
6.8,"nominal1","nominal8","nominal11",4,"nominal12",2903,93,19,3600,9999,9999,9999,14.63,9999,9999,17.3,1880,665,20.2,"nominal15","nominal21",2,"nominal29","nominal34","nominal39","nominal43",4890,1900,1730,2905,168,338,9999,41.6,2.912,"nominal51","missing_value"
6.9,"nominal2","nominal7","nominal9",4,"nominal12",1998,120,10,5300,750,6350,6200,14.47,3.9,6.1,8.5,1310,315,10.9,"nominal15","nominal20",2,"nominal30","nominal33","nominal38","nominal42",4010,1712,1274,2400,220,230,0.611,39.8,2.882,"nominal50","nominal54"
6.9,"nominal2","nominal7","nominal9",4,"nominal12",1998,120,10,5300,750,6350,6200,14.47,9999,9999,9.3,1415,555,11.8,"nominal15","nominal20",2,"nominal30","nominal33","nominal38","nominal42",4526,1728,1426,2715,230,230,9999,39.9,2.96,"nominal50","nominal56"
6.9,"nominal1","nominal7","nominal9",4,"nominal12",1781,92,10,5800,9999,9999,9999,12.21,9999,7.6,11.5,1370,400,14.9,"nominal15","nominal22",2,"nominal28","nominal33","nominal38","nominal42",4366,1716,1381,2554,195,173,0.702,33.7,3.445,"nominal50","nominal54"
6.9,"nominal1","nominal7","nominal9",4,"nominal12",1781,110,10,5700,860,6800,9999,14.82,9999,6.8,9.6,1300,550,11.8,"nominal15","nominal22",2,"nominal29","nominal33","nominal38","nominal42",4479,1733,1416,2617,214,210,0.65,47.5,2.443,"nominal50","nominal54"
6.9,"nominal2","nominal7","nominal9",6,"nominal12",2494,125,11,5500,700,6500,6500,12.34,9999,9999,7.8,1255,460,10,"nominal15","nominal18",2,"nominal28","nominal33","nominal38","nominal42",4210,1698,1378,2696,230,245,0.686,37.3,3.1,"nominal50","nominal54"
6.9,"nominal2","nominal7","nominal9",4,"nominal12",1895,87,10,5500,9999,9999,9999,11.94,9999,9999,9999,1320,500,15.2,"nominal15","nominal24",1,"nominal28","nominal33","nominal38","nominal42",4488,1757,1369,2725,202,180,0.574,36,3.2,"nominal50","nominal56"
6.9,"nominal2","nominal7","nominal9",6,"nominal12",2494,125,11,5500,720,9999,6500,12.34,9999,9999,8,1370,500,11,"nominal15","nominal18",2,"nominal28","nominal33","nominal38","nominal42",4488,1757,1369,2725,233,245,0.594,37.7,3.1,"nominal50","nominal56"
6.9,"nominal2","nominal7","nominal9",4,"nominal12",1895,77,10,5300,850,6000,6000,10.94,9999,9999,13.6,1320,500,17.1,"nominal15","nominal24",1,"nominal28","nominal33","nominal38","nominal42",4471,1739,1415,2725,194,165,0.597,36.2,3.2,"nominal50","nominal54"
6.9,"nominal2","nominal7","nominal9",4,"nominal12",1895,87,10,5500,850,6000,6000,11.94,9999,8.6,12.2,1320,500,15.2,"nominal15","nominal24",1,"nominal28","nominal33","nominal38","nominal42",4471,1739,1415,2725,202,180,0.577,36.2,3.2,"nominal50","nominal56"
6.9,"nominal2","nominal7","nominal9",6,"nominal12",2494,125,11,5500,720,9999,6500,12.34,9999,5.6,8,1370,500,11,"nominal15","nominal18",2,"nominal28","nominal33","nominal38","nominal42",4471,1739,1415,2725,231,245,0.597,37.8,3.1,"nominal50","nominal56"
6.9,"nominal2","nominal7","nominal9",6,"nominal12",1991,110,11,5900,700,9999,6500,11.99,9999,9999,10.2,1470,510,13.4,"nominal15","nominal18",2,"nominal28","nominal33","nominal38","nominal42",4775,1799,1439,2830,220,190,0.608,34.2,3.5,"nominal50","nominal54"
6.9,"nominal1","nominal7","nominal9",4,"nominal12",1998,100,11,5600,850,9999,9999,11.82,9999,9999,11,1391,514,13.9,"nominal15","nominal21",2,"nominal28","nominal33","nominal39","nominal42",4495,1707,1425,2637,212,188,0.557,40.1,2.8,"nominal52","nominal56"
6.9,"nominal1","nominal7","nominal9",4,"nominal12",1781,92,10,6000,800,9999,9999,11.99,9999,9999,12.7,1264,521,13.7,"nominal15","nominal22",2,"nominal28","nominal33","nominal38","nominal42",4439,1742,1436,2513,197,170,0.654,32.8,3.538,"nominal50","nominal54"
6.9,"nominal1","nominal7","nominal9",4,"nominal12",1984,85,10,5200,780,6500,9999,10.77,9999,8.5,12.4,1260,540,14.8,"nominal15","nominal21",1,"nominal28","nominal33","nominal38","nominal42",4376,1735,1446,2513,192,170,0.633,35.4,3.278,"nominal50","nominal54"
6.9,"nominal3","nominal7","nominal9",4,"nominal12",1781,92,10,6000,800,6800,9999,11.99,9999,7.5,11.6,1335,540,14.5,"nominal15","nominal22",2,"nominal28","nominal33","nominal38","nominal42",4376,1735,1444,2519,198,170,0.633,32.8,3.545,"nominal50","nominal54"
6.9,"nominal1","nominal7","nominal9",4,"nominal12",1998,97,10,5500,800,9999,9999,11.32,9999,9999,11,1320,520,13.6,"nominal15","nominal21",2,"nominal28","nominal33","nominal39","nominal42",4524,1755,1400,2740,201,180,0.7,34.1,3.328,"nominal50","nominal54"
6.9,"nominal1","nominal7","nominal9",4,"nominal12",1762,74,9,6000,850,9999,9999,10.91,9999,9999,15.4,1099,521,14.9,"nominal15","nominal21",1,"nominal28","nominal33","nominal39","nominal42",4167,1698,1401,2540,177,153,0.657,38.5,2.8,"nominal50","nominal54"
6.9,"nominal1","nominal7","nominal9",4,"nominal12",1762,74,9,6000,850,9999,9999,10.91,9999,9999,15.4,1110,520,15,"nominal15","nominal21",1,"nominal28","nominal33","nominal39","nominal42",4167,1698,1405,2540,177,153,0.657,38.5,2.8,"nominal50","nominal54"
