usr,lread,lwrite,scall,sread,swrite,fork,exec,rchar,wchar,runqsz,freemem,freeswap
0,76,90,2334,330,205,1.065367713393298,1.4653677133932979,753966,355498,1766.909461311852,79,20
0,44,37,1531,141,91,1.7746171046078225,2.7746171046078225,225536,44114,389.25598091521664,86,13
0,28,24,1383,133,90,1.032252262979633,1.5524099273419036,232507,45763,359.68141897926046,90,9
0,25,21,1394,126,67,1.1655901050013417,1.8483851575020127,227005,43093,342.32432858754584,90,9
0,21,15,1324,413,146,0.965976991860733,1.4766283197678882,844935,704906,772.7801051624015,87,12
0,12,10,1314,377,143,0.2,0.2,849783,719896,1398.788331783575,89,10
0,15,13,1775,393,147,0.2,0.2,819778,745737,1240.4059466590156,90,9
0,67,80,4945,424,344,3.5394059526046107,1.3016529187584198,214828,42129,221.37242424830924,71,28
0,62,68,3286,294,236,2.910674355073686,1.8871169684325868,218053,41448,251.41109277335238,78,21
0,31,11,3801,386,327,9.728215965180956,8.506100057723797,219231,55479,290.1467116656013,70,30
0,42,53,1050,251,147,0.9678280568849764,3.7199998822662304,1633718,1526112,142.93305622397205,71,0
0,18,17,906,257,136,1.1421304985983205,4.739937463856648,1870047,1721990,168.31957478974806,90,9
0,44,56,1127,309,188,0.8687316735840299,2.622205843719825,1415585,1337569,115.8237724762071,85,14
0,30,34,1288,154,89,0.5536287953189292,0.7072575906378584,299473,29774,295.8889079508738,90,8
0,33,22,3711,434,355,6.091927329126461,2.701051767774545,285443,38807,263.6544188374687,75,24
0,36,40,1561,207,133,1.35015777063757,1.0596699975283896,293999,34493,326.1181139829474,87,11
0,118,81,1836,265,194,1.91493358192898,1.71001897659172,376017,103568,469.3346306202979,82,17
0,60,60,2102,299,254,2.8100777540788218,1.4542634988346224,421491,109050,339.53872565857085,81,18
0,114,88,2112,260,200,6.455014645371227,19.038758979000473,382467,106238,195.62055931381133,76,22
0,2,1,1443,93,78,0.2186990889617045,0.2186990889617045,290128,44929,149.40243167212785,92,7
0,10,5,1507,97,60,0.3874220294495374,0.3874220294495374,311530,18381,162.0566522087153,92,7
0,14,5,2361,207,159,2.43567308117201,1.1681785211969848,306108,21562,169.91360669077287,86,12
0,28,8,1846,143,102,3.1981414123940213,3.3888484743641283,85785,25915,441.4581817788655,88,11
0,40,48,1295,125,83,1.4746758352933185,1.8495369075618835,87419,24622,562.89468142862,89,10
0,25,13,1583,183,114,3.4236598207436257,6.13788834833567,92068,24006,440.79483943640236,86,13
0,5,1,1004,110,104,0.9594981370205155,0.9189962740410309,34077,30620,459.4916685691356,93,6
0,3,0,1050,110,110,0.7679570319440067,0.6,33713,33620,529.5580664374803,93,6
0,5,3,1472,109,90,0.4474457646208815,0.36496384308058766,31260,28913,310.0660124957524,94,5
0,24,19,1250,492,168,0.6983768588734416,1.030628098122403,795631,684454,434.9276614203381,91,8
0,25,17,1577,456,176,1.6815570129656612,1.9569291974397172,806499,678796,142.40511800426714,87,12
0,45,45,2467,468,195,1.18610818971808,1.2374868537313608,819127,694152,405.0869266467614,86,13
0,3,2,1105,62,54,0.2505454723739018,0.3010909447478035,4787,29397,351.48363582878295,95,5
0,8,6,1908,142,95,0.32591590092209194,0.4518318018441838,9267,34555,454.4219436629667,94,5
0,14,12,1927,160,111,0.4,0.4855022352856444,10135,36190,355.58733235357664,94,5
0,21,18,1625,486,170,0.2,0.2,771548,714660,686.0575383355293,94,6
0,21,18,1245,501,174,0.20932644359361596,0.202331610898404,781001,685224,642.8950775095718,93,6
0,18,13,1092,431,153,0.3606005062713347,1.4848040501706776,742887,646105,406.917255781138,93,6
0,30,10,3750,371,306,8.759111783466862,7.838374475707459,220647,55161,326.4000861805464,71,28
0,68,82,4989,429,350,3.599637343169319,1.261330648924305,214366,41834,210.7626269982078,71,28
0,76,95,5269,460,386,3.9821046648033716,1.0052855800479523,211432,39958,143.39076825011745,70,29
0,19,15,1935,425,233,0.8819736898721042,1.0344408022122347,635923,544357,750.8277959889389,91,9
0,19,14,2134,454,243,1.3150579613902411,2.008880413128043,628047,560536,745.9555979343597,91,9
0,18,15,1590,408,204,0.5065638141797353,0.4,619758,534469,561.9886381393561,90,9
0,32,8,2116,108,90,2.850377756894519,2.1002518379296795,82057,27655,448.15932563161715,90,10
0,15,4,1161,82,79,1.285777984899228,0.9755557034994486,88244,21985,259.45557700742006,94,5
0,30,4,2183,111,93,2.9547991826379456,2.2115827094490266,81626,28285,433.0731789916715,89,10
0,27,11,1926,198,103,3.1031396439307164,15.057244060116021,106804,23407,362.39730691330124,84,14
0,1,0,724,80,41,0.20776376971084543,0.23105507884338172,97620,18222,134.68779061265158,95,4
0,8,4,1834,293,174,0.36588831223889684,0.8635532489555873,106116,26519,209.79694831347598,89,10
0,7,5,2260,277,167,0.4,0.7812802985707784,624283,637987,1835.706030281293,88,10
0,6,5,1882,247,136,0.4,0.40937053606122503,706665,680639,263.67955418898055,86,13
0,33,31,1452,444,154,0.4,0.44692379800464,650126,646208,635.528692924014,93,6
0,28,5,1804,402,162,6.183835101683363,5.754629784011449,608981,614491,308.0794682328086,81,18
0,21,5,1987,403,174,4.219689586497494,4.4077871450268535,608899,619822,369.8097558529359,85,14
0,12,9,1499,377,152,0.4996973774100344,0.9492434435250863,601817,623310,689.88239738311,93,6
0,64,70,3965,477,402,7.099362755324306,2.180503505040051,272048,43103,517.2498567465798,70,29
0,25,21,3138,423,242,2.815058695196133,1.223109437311524,261009,56432,207.86190629255017,76,23
0,2,1,1448,94,82,0.23581778594634883,0.20958626874476538,287692,47851,149.22878535728353,91,8
0,54,33,4945,535,329,7.228487033299788,6.917218281197441,561839,433324,988.8236771779274,68,31
0,56,42,4850,493,257,3.450755554746675,6.333060316478106,551296,463344,1037.5600949252316,74,25
0,44,20,4588,522,364,9.542431379467784,6.8578863748854415,575113,413347,801.6315127635678,66,33
0,108,82,1657,199,130,2.8839288721251344,8.713463157596877,362344,79312,734.2555458552152,81,17
0,124,78,2220,313,229,2.7249969912258862,2.349417135249851,358806,92977,474.8402236853085,80,19
0,135,87,1760,255,177,1.6599179067079202,1.7828805980834515,363061,102006,506.3119035273516,82,17
0,9,7,2419,162,137,0.4763727534832176,1.1212425116107256,15534,26537,590.9378744194637,92,7
0,14,12,2118,176,143,0.5663926483110222,1.1487669173995998,15351,30876,434.7967836360722,92,7
0,4,2,1728,142,118,0.5442940636592408,1.3476468788641365,24218,26487,374.20055386305,92,7
0,6,4,1956,169,150,0.3048964487385065,0.3048964487385065,123525,30426,397.1817308319971,90,9
0,18,2,2440,171,124,3.537106423375352,10.857021411251173,133936,28344,706.6713338521448,86,12
0,17,2,2422,177,131,3.2522593984296626,9.907531328098875,133362,29016,678.0086019669848,86,12
0,13,11,1821,330,203,1.1335733756288078,0.7778577918762694,1528007,1400480,197.84338933854085,87,12
0,15,14,1795,336,207,1.1025701599255584,0.7675233866418529,1495310,1374362,189.36917704631932,86,13
0,8,3,1297,284,158,1.2,3.3210789118419664,1808608,1654220,193.65407328140077,90,9
0,16,8,1524,188,139,1.9375231402232125,4.124213232410773,210265,79390,297.83728143616355,87,12
0,15,3,2438,348,224,1.4137829197018288,1.6482697518210971,199506,65206,161.99940934270606,85,13
0,20,11,2230,160,112,1.8438663911354625,2.2342004132968065,218298,63639,339.2525861332133,83,15
0,64,71,2170,169,109,1.402734996310924,2.055087516346574,141268,32507,354.00283198067206,88,11
0,4,2,1155,84,145,0.4656080065910493,1.6031759802268524,145611,39494,505.8470726509801,92,7
0,7,4,2234,234,201,0.40236932129193925,0.40118466064596964,127670,35724,389.4717877666992,88,11
0,7,5,1421,207,115,0.4,0.46968945629313,12274,54061,212.78013998192392,91,8
0,3,2,1224,133,82,0.28014456979890756,0.28014456979890756,28185,52744,185.94578632540967,94,5
0,6,4,1351,183,102,0.4,0.5141538425892281,10846,49056,258.57845786690496,92,7
0,14,8,1289,121,121,0.8985639638782861,0.8691719432373068,118745,43849,247.82553022133607,88,11
0,12,8,1286,124,115,0.6605785678608472,0.46057856786084717,126714,39898,156.70164346365598,89,10
0,8,5,2035,209,185,0.4454385060624976,0.4,126498,37481,340.1088732100028,88,12
0,20,3,3793,663,368,6.616778773633243,2.9574198637370266,837019,563865,708.242581581774,77,22
0,19,7,2731,574,236,3.7523222587990332,2.0761611293995164,830840,575356,732.1225698805106,85,14
0,10,2,2722,421,173,2.707406048213554,3.547778185535934,803269,547255,404.79605843737187,86,13
0,9,5,2030,314,191,0.37995957965855365,0.9198383186342147,109057,27933,243.83597410388725,88,11
0,7,5,1840,208,143,0.29211274335327364,0.5684509734130945,113915,26285,322.0196584155865,90,9
0,20,4,1926,103,82,4.316510645400497,4.463528882736229,116160,24539,546.2401446223207,87,12
0,4,2,1580,95,88,0.3842992522353048,0.29214962611765244,7334,28660,267.2860849905942,95,4
0,3,2,1831,123,112,0.218637227405275,0.23727445481054998,5991,30465,181.95987693880022,95,5
0,6,3,1361,76,69,0.5126554780711648,0.35632773903558246,8420,28042,338.5237903294965,95,4
0,1,0,2692,195,139,0.2686857774724545,0.2686857774724545,105071,82066,174.9894543200252,84,14
0,2,0,2268,169,126,0.3434091966529037,0.3434091966529037,102835,82915,205.43924763605827,85,13
0,6,1,1064,98,97,0.9969445978089667,0.8145646474643063,96786,85447,329.9238601216856,90,9
0,17,1,3415,380,262,5.745545652862703,3.223616401446641,437250,31810,360.56601292723354,80,18
0,17,1,3130,243,133,2.6465256177401675,3.962968288485034,520831,56996,368.9462409787679,82,17
0,20,4,3305,233,137,2.95678227655964,4.710253081632646,516191,53806,403.4541964899742,83,15
0,19,17,2361,170,133,0.36576642704097795,0.36576642704097795,10656,33070,328.27993063536326,94,5
0,11,10,1686,101,87,0.28902971571218294,0.28902971571218294,7229,29480,357.0063372070482,94,5
0,22,20,2524,177,135,0.3787792471058386,0.3787792471058386,11622,33005,391.17853522947195,93,6
0,12,8,2209,247,186,0.5469139310320137,2.469139310320137,101578,37451,461.7968593063819,89,10
0,11,7,2148,288,194,0.48027072000269205,1.8027072000269204,104468,33304,354.8345056043207,88,11
0,19,11,2220,216,159,1.5796177339192534,7.767472971740367,102271,35403,499.6518095272361,87,11
0,6,3,812,103,104,0.4964008243326508,0.4964008243326508,91281,83817,215.2067542643755,89,10
0,6,4,919,164,121,0.3107622154992161,0.3107622154992161,93331,84321,196.60547191061144,89,10
0,9,2,1734,162,161,1.9546785285330568,1.2915719160046204,97767,82721,301.4137560684038,87,12
0,27,4,5129,590,508,9.514717902533448,3.7568467236951326,280477,46715,184.3280658842952,66,33
0,8,1,1640,171,135,1.6435401349303076,0.6233255527654861,291222,53177,138.6868378391593,89,10
0,20,7,1808,261,192,3.135204610285663,1.1369042671475964,295849,56210,159.12525974751185,85,14
0,51,53,1791,178,136,1.2495312322887986,4.734804585660592,205818,113319,703.3943437525676,88,10
0,86,53,2509,208,185,0.6412057152282147,1.2369328625622344,214647,120531,971.8179781555502,84,15
0,51,53,1796,178,136,1.2455979435776166,4.7121881755712955,205875,113366,705.1299073963767,88,10
0,19,0,3002,514,325,4.0804199384301825,2.4662992094566016,190312,48193,255.88530148992425,80,19
0,17,3,2921,384,250,3.6817211525149096,1.940860576257455,187743,41425,255.99536373922956,78,21
0,14,1,3322,256,185,2.3644953275057463,1.5123779441025285,179476,27518,324.7263850480184,87,12
0,24,25,2073,350,158,0.4644056525538086,0.26610141313845215,870182,729457,1472.2051537532893,85,14
0,41,44,2825,463,198,0.6221198059458455,0.3055299514864614,792858,724571,681.707374499337,89,10
0,57,64,3407,459,224,1.0143514627144394,0.4645815822149771,820922,702570,616.3477008612396,85,14
0,14,3,3305,526,235,3.839011349063896,2.5525475180116173,857099,550767,1252.0804357032007,83,16
0,4,1,2771,297,139,0.7435216748263404,1.7740866993053612,891512,521476,1931.3790761412877,87,12
0,4,0,2490,287,118,1.0971580976387876,3.4857904881939383,814220,527977,662.6655497272493,88,11
0,50,47,2180,372,191,4.02159077929863,3.0020165727263968,624053,465936,1286.7484613807335,79,20
0,35,24,1998,445,208,3.8380645049371154,2.6920430032914107,621072,492123,413.4259023357696,83,16
0,19,14,1386,414,180,0.6213639376950297,0.5475759584633533,597121,532432,347.534456824293,88,11
0,10,6,771,94,81,1.0154245745163706,1.3212087899600093,91712,19726,223.19123368137338,94,5
0,14,8,976,117,90,1.6790072814321524,2.2336350119692097,91199,20903,285.19474285881677,92,7
0,2,1,627,68,45,0.2,0.2,95833,17945,135.50709130390067,96,3
0,16,11,1278,428,150,0.4,1.3644830089991011,707552,643063,441.1844297618569,93,7
0,9,7,1626,293,139,0.4,0.8487168908923137,716815,667385,279.6922306221543,88,11
0,19,15,1140,458,161,0.2992103538456187,0.9936828307649496,757276,660977,497.1607798469405,93,6
0,7,2,2373,206,151,1.4,2.585959091148182,76279,43636,297.64818182168074,88,11
0,12,5,1490,120,116,1.331302430307805,1.7191170121546353,66772,44295,726.1686404546723,88,11
0,7,2,2367,206,151,1.4,2.5811269953340545,76229,43622,297.5774682244008,88,11
0,3,0,749,71,75,0.2,0.2,122283,57317,168.75560608893588,95,5
0,10,7,1005,110,91,0.8513359792741277,0.5256679896370637,108093,56707,285.2230655698448,90,9
0,10,3,1065,75,66,0.2,0.2,112753,56871,298.79462426241554,95,5
0,35,10,5623,972,425,8.253106470367468,8.482008932621593,622315,237144,483.68150649735514,66,33
0,24,3,5114,907,417,7.0553352801222635,7.462523187749115,582602,183001,278.3755101304805,69,29
0,25,4,5961,1060,477,8.046017792457757,6.411799311029652,603321,198559,255.25958484265232,65,33
0,10,1,3472,344,266,3.1775505722394444,2.0802195388981626,224546,120232,227.21125924564808,74,25
0,69,41,2564,233,206,0.6487314352731356,0.9512685647268644,214611,139199,950.5275374287602,84,15
0,15,5,4150,507,366,1.8872772179507837,1.3930603007004274,217601,198367,504.2879192010167,80,19
0,11,10,2110,132,109,0.2967011783876375,0.2967011783876375,17603,32472,254.56922552314296,95,4
0,2,0,1672,153,138,0.6770389727601315,1.790129909200438,21069,27688,458.5098776118839,92,7
0,1,0,1790,89,82,0.2,0.2,23762,30720,154.09944294282093,95,4
0,18,14,3210,259,167,0.6,1.2763140527885388,396217,210468,1300.567312269811,83,16
0,56,73,2748,309,260,0.47704580614811315,0.4,393966,260807,515.6569718160238,85,14
0,16,12,2243,231,168,0.6917536682086207,0.6752610046258622,344087,257644,154.56680304036206,85,14
0,24,18,1620,399,245,1.0405919573476305,1.2415785529270145,811271,751018,126.42565148506398,81,18
0,16,12,1655,326,231,0.5634561347819474,0.44230408985463165,841775,774924,813.804402393255,80,19
0,22,17,1846,346,301,0.8010669550217949,0.5989330449782051,807581,795606,118.76341350644874,77,22
0,16,15,964,121,57,0.44778708585316473,0.591148343412659,119467,20699,377.12469407392376,92,7
0,7,1,976,133,66,0.3756980740811159,0.3756980740811159,118590,21934,444.41055703865663,92,7
0,13,1,1127,135,63,2.1451245363534053,2.20858361040262,117378,22037,504.09886062695557,89,10
0,14,5,2519,258,200,2.945059818365727,1.8543198962089864,322899,21340,174.68649916596507,84,14
0,23,5,5098,646,528,8.649530976364742,5.100727966291551,352892,34282,205.67429646454713,68,31
0,16,5,2988,333,266,4.127698648806543,2.530113513603739,327440,23635,180.11698359145862,81,18
0,18,5,1376,94,109,2.987722080650046,7.793836950435347,57191,66528,416.1599983897842,88,10
0,19,6,1921,186,138,3.026212851757049,8.891421554014457,25869,72127,169.88834136932752,85,14
0,25,5,2134,153,139,4.456920937238397,13.517377697070815,32055,77695,185.62613030962237,82,15
0,18,5,2037,318,161,3.548531181312348,3.3685385952811258,615710,625214,1253.7519233675343,83,15
0,7,5,2316,260,168,0.46308330388054975,0.8514626952709748,620321,636063,1948.789655757434,87,11
0,9,7,1770,302,151,0.3147823727280563,0.544347118184169,610718,629416,1476.4073482772014,90,8
0,17,1,3168,361,250,5.429000642983693,4.20388061310295,440974,39896,362.94617136454127,80,18
0,18,1,3246,236,138,2.9944992434356217,4.61303449991702,521646,57659,388.9491778473299,84,15
0,17,1,1918,254,179,3.5670123146639154,9.242201972085876,468188,82927,377.7325492659042,85,13
0,30,13,2116,214,113,3.434936542640598,16.755263482925415,108960,24374,402.09709615138786,82,15
0,43,5,2383,128,70,10.506940224763232,12.464070089278625,110936,24491,746.4615060811407,77,22
0,16,5,1329,168,81,1.5328250114284683,6.488934436428016,114962,22560,433.007624828573,88,10
0,154,69,1967,341,344,1.4757954220584812,1.7947442775731017,339654,303062,463.4910425679244,84,14
0,51,27,3212,266,192,0.8320543542674614,1.8773514514224872,399791,205890,1699.2420756788333,82,17
0,47,25,3242,263,186,0.8033920433695488,1.8677973477898497,400929,202809,1733.302455129186,82,17
57,14,1,3215,287,247,9.50697528438147,18.120400240682034,353264,78240,1.4915491246707449,156,1100020
56,14,1,4948,649,545,8.49106149687363,2.9980718462664093,410405,92593,3.0845017248987965,813,1057717
55,41,0,4736,406,290,12.62001491177574,24.784820938185106,397308,79364,3.716940290233916,562,1103117
56,45,0,3763,232,134,11.993103160220933,32.43169616171605,359819,50604,1.4045434072147762,261,1098145
56,58,19,4250,346,168,12.326537870808773,29.688143065166532,404535,39782,2.3370529213545836,172,1098658
52,52,5,5695,334,175,11.56259105298897,28.129598798720814,402860,40208,1.3409642745387704,1014,1106837
57,16,5,5925,696,657,9.461946165940782,4.986506090730167,369452,62122,7.225571460659217,289,1438537
57,31,10,7251,715,562,7.149080334779045,7.910736007620407,281844,57127,6.401227444488578,279,1418240
55,15,1,5805,438,326,10.933703404455073,24.764413449697003,313621,13803,5.6079893193566335,1659,1401820
56,29,32,6286,549,386,7.702223856664729,7.889537118555654,313572,300666,5.23991463400728,412,1381436
56,47,56,6886,631,327,7.5960656216293385,12.12449685083792,303773,368760,6.433513988470296,233,1392950
56,27,29,6215,541,388,7.659809603345495,7.544163912956177,315882,294359,5.101419112964883,429,1382314
58,46,0,4747,409,228,11.611839606399064,30.867326592876655,287430,131226,2.7776639114397894,136,1100729
55,51,0,4685,362,225,12.560674653075136,34.10052235803372,290834,133857,2.97731229985104,134,1098046
59,35,0,4069,327,237,10.886435018614321,28.503540588070244,305328,131843,2.513616926680921,129,1100690
59,37,23,5043,809,706,7.82862196883374,5.7897798750601215,654869,506963,2.926746406260736,186,1029306
52,26,8,4635,662,539,7.006184546605078,7.980727435441005,636791,457979,4.16539753628338,121,1017518
56,22,7,4937,781,685,8.052707736757336,6.964042979133862,649213,508182,3.2778338105941316,127,1026368
55,197,143,7067,609,500,6.62508606539998,9.062609575524029,520409,272265,5.5624764898759524,474,1532409
57,30,7,7509,550,282,8.065682793101574,12.764077767681291,664017,189465,6.507103491376968,789,1471058
57,32,7,6188,611,596,8.717542560015806,9.67589212192512,578507,324215,7.321928200019758,173,1533691
58,27,13,6519,956,576,12.467416978463987,6.026761151047282,770345,50086,1.7395303597207248,266,970281
58,58,63,7198,1247,526,10.043859842845674,7.679186470787041,737035,59761,1.2988836077901227,246,971667
59,23,6,6493,894,576,12.393046496921295,5.490445321117856,773300,55014,1.9350082711635517,257,980376
55,58,13,5680,316,171,10.940064403834684,27.670139541641817,407126,44510,1.1148765593168561,1154,1107381
58,148,129,5019,435,207,9.482939683988052,23.826071963948223,441978,71397,3.149018897137167,157,1098112
58,104,89,4504,494,192,8.29680066224249,18.686136203050783,449958,63839,2.584190791544042,143,1102530
58,29,0,5163,436,252,12.11110135569823,29.122109643001327,652620,65949,3.0991009341238938,200,1094733
58,23,1,6176,524,340,11.847014284010545,24.96389341013194,621443,68541,2.5551950546174127,148,1097120
58,33,0,5080,355,198,10.736653904367497,27.831318866084022,635387,84248,3.4046266748190144,143,1097976
61,38,30,2349,222,167,7.497445774745181,11.871522331851347,262764,78812,4.523888516434075,1117,1788462
60,13,6,5347,445,370,8.921880330721267,3.8863436244514133,204842,12243,3.8803563797924214,571,1749106
61,41,36,2903,246,161,10.409245686986328,12.591939431493325,236623,58968,4.852595938323951,1118,1784565
61,30,1,3824,166,90,12.9520219846971,33.12867626531504,350223,28995,2.0219309760412982,224,1084705
51,42,1,4751,319,155,14.384316567931773,33.26482662043516,380462,28745,2.1564014478729736,209,1094360
56,31,9,3757,202,133,14.59746967724283,35.17722709518546,362883,31866,1.2635574193827113,300,1079731
60,17,4,7286,756,520,11.646414856290537,9.07276862991744,431687,109378,1.2727148407061804,286,996217
62,20,2,6209,684,487,12.198994308000799,8.348555165716572,439951,118729,2.0639857614891923,305,1011422
60,18,3,4668,467,300,5.965841848017439,7.204070447197299,426624,143809,1.0,175,999429
62,46,0,5211,278,172,13.075682697391684,30.86910267112638,241504,26301,2.6704013561466193,281,1107905
60,45,0,5187,291,195,13.290202074102707,30.422348432265924,240201,26589,2.4315674488614647,261,1108693
60,44,0,4525,262,152,11.8194602206175,29.868642438598055,236892,27694,2.626151940943799,221,1103708
58,26,10,4598,498,371,6.468658282224039,8.375341803014136,604687,380949,4.414814972663287,248,1004312
60,46,46,3970,373,263,2.727981519664459,4.3884300238341,559738,433110,3.8279186531573934,141,1024835
56,25,10,5655,637,511,8.09743824188332,7.90307937371202,613610,364521,3.6483200195589776,472,1007747
59,24,6,5466,730,529,14.133717479798227,10.520115243939468,662029,31014,1.0,177,972045
59,41,34,6161,957,517,12.315882796636647,9.974764838990994,678645,42208,1.0,195,972223
58,23,1,5161,688,484,13.622155444227628,10.556403992449336,667851,28932,1.1376716027915703,169,981971
58,101,82,6197,565,427,11.271865943050583,10.236472220655772,256117,51625,6.508338163706355,2146,1580136
61,140,152,7058,474,375,8.556483285374023,12.094921138766233,240423,101570,7.089765301057143,1321,1629596
60,120,125,6411,441,366,6.722331289287671,12.025243039423604,244131,123485,6.514563473626976,2037,1593266
60,122,122,4885,616,505,6.457526042640839,4.279433595941887,496094,307457,4.6821907553301045,936,1039026
61,75,73,4897,520,407,7.4,5.614020796876795,508046,343579,2.0490727890687803,941,1020084
60,106,105,4993,621,508,6.362361310713448,4.065312949105256,499757,303230,4.670295163839181,1009,1038932
61,29,4,3881,336,145,6.647887938863208,17.589573166990615,1079637,39448,2.643410170155409,448,1097874
61,47,27,4488,409,205,7.947825544533077,19.704518675901777,1245938,55207,2.3581574040209548,519,1096361
61,65,48,4977,470,256,9.524744670148175,23.005614906689743,1398413,69643,2.14540876276796,543,1094373
57,36,12,9080,647,487,9.441364070255272,10.543433735980216,425368,97983,7.446284147311062,219,1531496
61,56,17,6463,372,202,6.499028597657114,10.818677561012233,504393,123187,4.613036768416289,994,1558648
61,59,21,6988,647,444,9.666787852799859,11.13175791360183,448077,101060,8.132485030400984,312,1596621
84,85,54,3991,216,146,12.42403576093791,34.288193323726645,221405,86278,2.0,167,1103995
84,82,49,4121,218,151,12.486805851601936,34.79877442705476,222498,83363,2.0,171,1103304
59,83,56,3970,238,155,11.506250156927848,31.53808961628492,218573,87726,2.161506440493928,164,1102848
59,43,4,4934,342,272,11.77010443493041,30.59073104451287,236956,45096,1.8659472907747259,211,1090202
61,53,7,6157,330,211,11.283791713902115,29.477808844748584,235264,48470,2.0,225,1099967
56,49,1,4499,218,173,12.45962563572593,37.02152390600866,231408,40437,2.3701871821370353,181,1095520
62,250,2,6718,421,346,7.8063741797060135,5.219331272084439,199748,80944,5.941901817263484,254,1512318
62,142,7,8285,255,166,3.2308292993439762,8.646672277486882,166221,41855,3.640159966567846,933,1520707
62,1519,11,5123,149,127,3.6912487784949044,4.8878378411399614,58910,58660,4.093031585404824,482,1514233
61,33,6,6305,748,535,9.3433211342137,5.834114820408217,735628,60070,2.6275091493397262,401,1078122
61,27,6,6759,716,524,8.922230926977123,4.04448143965277,748057,89618,2.943326804767158,264,1077362
61,30,6,6564,730,529,9.103261743484518,4.813862409809202,742714,76915,2.8075536923866116,323,1077689
58,182,49,8032,1779,1567,5.105290622929741,2.0231743737578443,1383475,1297475,2.8989940589805587,590,1158854
58,319,87,8487,1926,1586,5.654132601571678,2.3524795609430065,1410136,1301115,3.832025422671852,485,1194440
62,723,198,9825,2355,1633,7.279184823621291,3.3140105506201354,1483980,1306822,6.572127959143359,179,1296890
52,52,1,5645,433,202,13.90743367333499,29.50334498033767,392251,28611,2.7620810141424177,214,1102278
62,17,0,4475,661,296,4.625000160345606,5.004546027902471,395781,81044,1.482954533307151,253,1103726
55,100,66,5461,359,188,10.463373987884925,26.637310307084,420807,56597,2.028533189887229,739,1103011
59,43,33,6835,492,471,5.289366093564294,8.180879608167917,477675,95878,7.122341523391074,1355,1321708
63,80,103,4812,431,311,1.425630880459361,0.9152373816087005,551152,145077,6.112008126436674,510,1305639
63,63,72,6764,613,668,3.7669797024783485,3.7495017451053694,533185,121974,6.728152553283776,1783,1350742
61,19,1,4512,519,428,13.344478314870145,21.50161822967358,243841,21781,1.7230482722718607,182,1101111
55,31,1,5005,434,342,13.794413267898703,25.64982175552574,244495,23225,1.9718648291323144,228,1105179
63,13,3,4178,443,306,10.733738258739587,19.231871365800348,240190,21105,3.465241189124347,309,1098316
62,17,1,4607,622,481,8.286523116192852,3.6439046714195147,401622,47810,1.342377259513043,214,995939
62,43,4,4575,613,434,7.871937978026699,4.535004677934316,398882,46064,1.4972015849692828,199,991742
62,124,13,4479,586,292,6.614174051812638,7.23841427867657,390572,40765,1.9669059557546167,154,979009
59,42,0,3673,191,124,11.000671285758152,32.94059329399263,242027,34706,1.4532293443126338,261,1093305
60,35,5,4010,385,279,10.691479895951108,23.939283136394195,235937,37216,2.011165953177999,193,1087810
64,12,3,3640,308,125,7.609467548198039,18.955904630453794,233542,22526,5.272498014140324,415,1094723
62,63,28,4151,307,201,9.450367620258222,23.645607521664207,305245,52311,2.2472523304447725,185,1097100
60,47,21,3671,291,169,11.671332419815942,32.73405114151014,290236,43706,1.664872146224638,1044,1091714
61,15,1,3145,216,158,13.201605852139409,33.99197073930295,290942,67092,1.0,363,1080502
61,28,7,3457,380,266,7.4,8.696768381239274,222793,70621,1.5504406752855535,184,998086
61,26,5,3834,349,220,7.144702593277223,9.546539265268034,229962,70461,1.5653004791730212,153,999358
63,36,15,3354,360,240,7.734217685359322,12.39443559143338,241352,75112,1.569941195945418,142,992468
59,57,4,3415,175,92,12.49974039812587,34.22809493954939,112870,31973,2.0852235584501733,857,1103751
62,56,5,3829,212,112,12.017193424478263,32.37182890353443,119293,29398,1.552149178059783,1054,1106707
59,67,24,3827,198,99,11.723793000394355,34.27620699960565,121334,28116,1.6966009999436635,688,1106994
62,31,0,5229,424,245,9.316815125343988,20.608798356768617,1121386,49557,3.1168151253439884,230,1093303
62,38,0,3791,318,146,9.22634801557008,25.403555174785758,1079548,40755,3.02634801557008,175,1093726
58,76,58,6477,589,404,9.013680735443625,12.336807354436253,1137432,99735,3.3679648976332066,245,1089896
60,35,2,3492,250,120,10.622675747549462,30.548105078786627,287191,37927,1.7466796393563735,905,1096805
64,28,3,3510,381,153,6.661018788143679,12.850745470811788,279609,46115,1.1334063647414823,164,1114496
64,29,3,3503,373,151,6.848866335481272,13.602808948862297,279916,45546,1.1468721387441771,164,1114027
62,26,11,5127,692,564,9.24170568243235,3.6974519184965042,422781,84591,2.6744669742398903,707,1047734
59,51,32,5579,743,571,11.248652222179661,6.830269555564067,439355,67570,2.0,421,1027626
62,27,12,5146,695,565,9.318816459285934,3.808298660223529,423629,84015,2.650369856473146,697,1047138
59,36,6,4005,270,144,10.886577490580672,35.59350784412864,184936,32536,1.3108510141936285,186,1085011
61,48,9,3914,266,157,10.716825305363447,36.07764258671215,182915,40608,1.0,167,1087143
59,37,6,4000,270,145,10.881010553892521,35.67376451471614,184866,32818,1.2946141155198572,185,1085219
63,28,17,6644,781,671,10.544853036911917,5.928021043551701,625965,320872,1.8340792700127657,728,1011710
60,23,11,7088,803,693,10.695523446839108,5.566740538074786,617507,327518,1.7310395484400882,805,1012045
